,date,link,inner_html,word_count,petrol,hsd,headline,openai_headline_very_positive,openai_headline_positive,openai_headline_neutral,openai_headline_negative,openai_headline_very_negative,openai_text_very_positive,openai_text_positive,openai_text_neutral,openai_text_negative,openai_text_very_negative,gemini_headline_very_positive,gemini_headline_positive,gemini_headline_neutral,gemini_headline_negative,gemini_headline_very_negative,gemini_text_very_positive,gemini_text_positive,gemini_text_neutral,gemini_text_negative,gemini_text_very_negative,gemini_headline_overall_sentiment,gemini_text_overall_sentiment,openai_headline_overall_sentiment,openai_text_overall_sentiment
29,2023-10-01,['https://tribune.com.pk/epaper/news/Karachi/2023-10-01/ODdlNzM3OTFiNzU4YWVjZTFiOTJmYTJlM2ZlZWEzZjguanBlZw'],"Petroleum products rates slashed by up to Rs 11 per litre

In the caretaker government's first step of providing relief to the inflation-hit people, the prices of petroleum products have been reduced by up to Rs 11 per litre, in a first major decline in two months on the back of a strengthened rupee.

The new prices have been implemented from Sunday (today).

The price of petrol has been reduced by Rs8 -- from Rs331.38 per litre to Rs323.38.

Similarly, the rate of high-speed diesel (HSD) has been decreased by Rs11 - from Rs329.18 per litre to Rs318.18.

The new prices will remain in effect for the next 15 days.

The finance ministry said the prices of petroleum products had been reduced because of the decrease in the international oil rates.

The international oil prices settled 1% lower on Friday due to macroeconomic concerns and profit taking, but rose about 30% in the quarter as OPEC+ production cuts squeezed global crude supply.

Front-month Brent November futures settled down seven cents to $95.31 per barrel at the contract's expiry, up about 2.2% in the week and 27% in the third quarter. The more liquid Brent December contract was settled down go cents to $92.20 per barrel.

US West Texas Intermediate crude (WTI) settled down 92 cents to $90.97, up 1% in the week and 29% in the quarter.

With oil futures inching closer to $100 a barrel, many investors took profits on the rally given ongoing macroeconomic concerns.

The finance ministry also cited the improvement in the value of the Pakistani rupee as one of the factors behind the reduction in the prices of petroleum products.

The Pakistani rupee has claimed the title of the world's best-performing  currency for September, marking a seven-week high against the US dollar. On the 17th successive working day of its upward trajectory, the rupee closed at an impressive Rs287.74 against the greenback, gaining 0.35% or Rs 1.01, according to the State Bank of Pakistan's data.

Over the past 17 working days, the Pakistani currency has cumulatively strengthened by an impressive 6.73%, recovering 19.36 from its record low of Rs307.10/$ on September 5, 2023. This remarkable performance has brought the rupee back to its pre-caretaker government levels. Earlier, the authorities were expecting the price of a litre of petrol to fall by Rs11.98 and the rate of HSD to dip by Rs9.17 but it turned out to be the other way around. However, the consumers of liquefied petroleum gas (LPG) are in for tougher times ahead as the Oil and Gas Regulatory Authority (Ogra) has notified an increase of Rs21 per kg of the product for the month of October. According to a notification issued by Ogra, the price of a domestic cylinder of LPG has been jacked up by Rs246. From Sunday, a domestic cylinder of LPG will cost Rs3,080 instead of its earlier price of Rs2,833. Similarly, the price of commercial LPG cylinder has been increased by Rs947. Ogra has set the price of LPG for commercial use at Rs261 per kg against its previous rate of Rs240. The price a commercial LPG cylinder has been pushed up from Rs10,902 to Rs11,849.",528.0,323.38,318.18,Rising rupee helps govt rein in runaway POL prices,0.1,0.6,0.25,0.03,0.02,0.15,0.4,0.2,0.15,0.1,0.15,0.65,0.15,0.03,0.02,0.25,0.2,0.3,0.15,0.1,0.8800000000000001,0.35000000000000003,0.73,0.35000000000000003
30,2023-09-16,['https://tribune.com.pk/epaper/news/Karachi/2023-09-16/YWQ5ODI5YWMwMTY0ZDRmZDBkZDM4ZTcwM2UxY2Q1N2IuanBlZw'],"Interim govt jacks up petrol price by Rs40.93 per litre in just two gos

In another massive hike in the rates of petroleum products on Friday after the interim set-up took over the reins in August, the price of petrol was increased by Rs26.02 per litre while that of high-speed diesel (HSD) by Rs17.34 per litre.

On Thursday, speculations were rife that the prices of petrol and HSD could go up by Rs14 and Rs16 per litre, respectively for the next fortnight, while the kerosene oil price would also get costlier by about Rs 10 per litre. However, the increase was far more than expected.

A finance ministry statement said, ""Owing to the increasing trend of petroleum prices in the international market, the government has decided to revise the existing consumer prices.""

After the hike, the price of petrol reached a historic high of Rs331.38 per litre while HSD is available at Rs329.18 per litre. The new prices were effective from midnight.

The caretaker government had on Sept 1 authorised price hikes for both petrol and diesel, propelling petrol prices to surpass the historic Rs300 per litre threshold for the first time in the country's history.

This new increase will further burden the citizens who are already grappling with ongoing economic challenges, including soaring inflation, rupee depreciation against the dollar, inflated utility bills, and escalating prices of essential commodities. The prices of kerosene oil and light diesel oil (LDO) were not announced. Diesel is widely used in transport and agriculture sectors, and therefore, any increase in its price causes a massive inflationary impact. Kerosene oil is used for cooking purposes in remote areas, especially in the northern parts of the country where the LPG is not available for cooking. Pakistan Army is also its key user in these areas. Meanwhile, the bench mark international Brent prices went beyond $92 per barrel on Wednesday against $88 in the first week of September.

On Thursday, sources said that the government was all set to pass on to the consumers about 88 paisas per litre impact of increase in sale margins for petroleum dealers and marketing companies already approved by the Economic Coordination Committee (ECC) of the Cabinet last week.

The import parity price for petrol, diesel, and kerosene oil had increased by about Rs13, Rs14 and Rs10 per litre, respectively since Sept 1, but sale prices were estimated to go up by Rs13, Rs16 and over Rs10 per litre  as per product imports by  the Pakistan State Oil. Jet fuels are also estimated to  be costlier by Rs10 per litre. Similarly, the sources said, the petrol and diesel prices were estimated to cross Rs320 and Rs325 per litre, respectively. The kerosene oil rate would be on the higher side of Rs240 per litre. The increase in the prices of petroleum products came on the heels of over 27.4 per cent increase in the August rate of inflation that would also have a lag effect on general prices in the country over the coming days and weeks.",504.0,331.38,329.18,"Petrol, diesel witness massive price hikes",0.0,0.05,0.1,0.5,0.35,0.0,0.01,0.1,0.6,0.29,0.0,0.0,0.1,0.4,0.5,0.0,0.0,0.08,0.32,0.6,-1.4,-1.52,-1.15,-1.17
31,2023-09-01,['https://tribune.com.pk/epaper/news/Karachi/2023-09-01/ZTNlYjQ3NTg1YjYxYmIxM2NmODNmNmVmZWYzYWUxOWEucG5n'],"Govt jacks up petrol price by a whopping Rs 14.91; PSX tumbles, rupee continues downward slide

In utter disregard to a growing public discontent over a surging cost of living and inflated power bills, the caretaker government on Tuesday gave in to the International Monetary Fund (IME) diktat and announced a whopping Rs 18.44 per liter increase in the price of petroleum products.

As citizens already grapple with shrinking purchasing power, protests have erupted across cities, with people burning electricity bills and obstructing roads. The decision to raise petrol prices by Rs 14.91 per liter and high-speed diesel (HSD) by Rs18.44 per liter threatens to fuel further unrest, as multiple protests are slated in the days ahead.

The shocker came on a day Pakistan Stock Exchange (PSX) shares plummeted by 1,242.14 points due to rumors of impending interest rate hikes, economic instability, and the relentless depreciation of the rupee. The currency hit an unprecedented low of Rs305.55 against the US dollar, depreciating by Rs1.50.

Meanwhile, the per tola price of 24 karat gold surged by Rs 3,400 to reach Rs 239,800, nearly reaching its peak of Rs 240,000 set earlier this year. This surge followed interim Finance Minister Shamshad Akhtar's statement that fiscal constraints prevented the government from providing subsidies.

Among the factors driving these price hikes in petroleum products is the significant depreciation of the rupee against the dollar.

According to a notification issued by the Finance Division, the price of petrol increased by Rs 14.91 to Rs 305.36 per litre from the earlier Rs290.45 while that of diesel rose by Rs18.44 to Rs 311.84 as compared with Rs293.40 per litre.

The price of both petrol and diesel crossed the Rs300 per litre mark for first time in history. Diesel is widely used in transport and agriculture sectors. Therefore, a massive increase in its price would have a negative impact on the lives of the masses.

Due to its use in transportation, the transport cost will go up that would result in higher inflationary impact on commodities.

The farmers also use diesel in tractors and therefore, the rise in its prices will also increase their miseries. Pakistan's a net importer of petroleum products and any depreciation in the value of the rupee against the dollar had also resulted in the hike in prices of both petrol and diesel that are widely used by the masses. The prices of kerosene oil and light diesel oil were supposed to be hiked by Rs13.82 per litre and Rs8.66 per litre, respectively. But the government has not been announcing the prices of these petroleum products for the last couple of months. Therefore, according to the notification issued by the Finance Division, there was no announcement regarding the new rates of these two petroleum products. The finance ministry in a statement said that owing to the increasing trends of petroleum prices in the international market and ex- change rate variation, the government decided to revise the existing consumer prices of petroleum products. It said that new prices of petroleum products would be effective from Sept 1, 2023. The government was charging heavy taxes on petroleum products. It was charging petroleum levy on petroleum products up to Rs55 per litre from the oil consumers. It collected Rs75 billion on account of petroleum levy on petroleum products from the consumers in the month of July. It was also expecting another Rs75 billion petroleum levy from the consumers during the month of August. With rise in prices of petroleum products and shortage of dollars in the country, the smuggling of the petroleum products from Iran had witnessed a sharp rise. The legal oil industry in Pakistan had raised the issue of smuggling with the government several times. The Petroleum Division had also taken up the matter with the interior minis- try and the Federal Board of Revenue to take measures to stop smuggling of petroleum products from Iran. But it still continued that resulted in decline in sale of petroleum products by the local industry. This means that petroleum dealers have been selling Iranian oil at a price higher than the one notified by the government, oil industry officials said. According to report, there were 1,500 petrol pumps that were black-listed by the local oil companies but they were storing smuggled Iranian petrol and diesel and also selling to the masses at higher rates.",727.0,305.36,311.84,POL price hike adds to people's misery,0.0,0.01,0.05,0.7,0.24,0.0,0.01,0.05,0.45,0.49,0.0,0.0,0.03,0.25,0.72,0.0,0.0,0.05,0.35,0.6,-1.69,-1.5499999999999998,-1.17,-1.42
32,2023-08-16,['https://tribune.com.pk/epaper/news/Karachi/2023-08-16/Mzc1NGZjODdlMmQ3MGY2Mzc5ODMxY2YwNjRiN2ExMjcuanBlZw'],"POL prices jacked up by a whopping Rs20 per litre  In the very first move after coming to power, the interim government of Prime Minister Anwarul Haq Kakar on Tuesday jacked up the prices of petroleum products by up to Rs20, almost a fortnight after the previous government made a similar increase.

In a stunning display of legislative acrobatics in July, the joint sitting of parliament redrew the lines of political authority as it bestowed upon the upcoming caretaker set-up with an unprecedented mandate to navigate major economic and political landscapes.

Parliament increased the powers of the caretaker setup by amending Section 230 of the Elections Act of 2017, among other things.

""Provided that sub-sections (1) and (2) shall not apply where the caretaker government has to take actions or decisions regarding existing bilateral or multilateral agreements or the projects already initiated under the Public Private Partnership Authority Act, 2017 (VIII of 2017), the Inter-Governmental Commercial Transactions Act, 2022 (XXX of 2022) and the Privatisation Commission Ordinance, 2000 (LII of 2000),"" the substituted clause of Section 230 read. However, instead of explicitly defining the term 'existing', parliament has opened the gateway for the caretaker set-up to wield significant economic authority during its fleeting three-month tenure, which was earlier supposed to bridge the gap before an elected government assumes power after the general elections.

The caretaker set-up has raised the price of petrol by Rs17.50 per litre for the last fortnight of August (16 to 31).

""The petroleum prices in the international market have increased during the last fortnight and as a result, the consumer prices in Pakistan are also being revised,"" a statement issued by the finance ministry said.

Following the upward revision of Rs17.50 per litre, the price of petrol has increased to Rs290.45 per litre from the previous Rs272.95per litre.

Similarly, with the fresh jump of Rs2o per litre, the price of high speed diesel (HSD) has reached Rs293.40 per litre from the earlier Rs273.40 per litre.

In the last revision of its tenure, the PDM government had also increased the prices of petrol and HSD by Rs1g.95 per litre and Rs19.90 per litre, respectively for the first fortnight of August.

The HSD is mainly used in transport and agriculture sectors. Therefore, increase in its price will have a direct inflationary impact on the life of a common man.

Incase of petrol, it is used in motorbikes and cars. It is also considered to be an alternate to CNG.

However, CNG retail outlets, especially in Punjab, had been operating on imported gas as the indigenous gas was not available for the last over a decade.

As the prices in Pakistan continue going up due to depreciation of the rupee against the dollar, the smuggling of oil from Iran had increased that had hit the legal oil industry in Pakistan hard. The local oil industry had been voicing concerns regarding smuggled oil from Iran that led to a drop in sale of legal oil industry but no action had been taken so far. Due to shortage of the dollar, the previous PDM government had also ignored the smuggling of petroleum products as it was meeting the domestic demand.

The main reasons for the increase in the oil prices was also due to hike in the international oil market and depreciation of the rupee against the US dollar.

sita the For the next fortnight, the government has not changed petroleum levy on petrol and it will remain at the existing level of Rs55 per litre, however, for the HSD, it has been reduced by Rs5 per litre to Rs 50 per litre. The The dat GST will remain zero on both the products.

Earlier, the government used to share increase/ decrease in the prices of HSD, petrol, kerosene oil and light diesel oil, however, since the last few fortnights, it is merely sharing the prices of petrol and HSD.

The prices of petroleum products will be effective dep from Aug 16, 2023 till further revision which is due on Aug 31.",671.0,290.45,293.4,Populism takes back seat under caretakers,0.0,0.1,0.6,0.2,0.1,0.0,0.05,0.2,0.55,0.2,0.0,0.05,0.7,0.25,0.0,0.0,0.02,0.23,0.4,0.35,-0.2,-1.08,-0.30000000000000004,-0.9
33,2023-08-02,"['https://tribune.com.pk/epaper/news/Karachi/2023-08-02/MDU4YTEyYjBhMDE3MDk5OWE2OGY3N2M4YzQ1OTdmNGIuanBlZw', 'https://tribune.com.pk/epaper/news/Karachi/2023-08-02/ZmQxNTM4MTcyNzMzZmNiODJkNTVkYTYzNmRjZjJjNmYuanBlZw']","Increase comes as govt has a few days left in office

With a few days left in office, the government on Tuesday jacked up the prices of petroleum products by a staggering Rs19.95 per litre with immediate effect (August 1).

The term of the incumbent regime is scheduled to end on Aug 12.

In his televised remarks, Finance Minister Ishaq Dar maintained that the decision was made ""in the national interest"" as he announced that the cost of High Speed Diesel (HSD) was being increased by Rs19.90 to Rs273.40 per litre while that for petrol was hiked by Rs 19.95 to Rs272.95 per litre.

He said the new rates were effective immediately.

Earlier, petrol was being sold at Rs253 per litre whereas diesel at Rs253.50 per litre.

Dar explained that the hike was due to the increase in the prices in the international market over the last 15 days.

He also stressed that his team had tried to ""work"" on the Oil and Gas Regulatory Authority's (Ogra) recommendations until the wee hours of the night but found themselves with their backs against the wall.

""The basic reason behind the delay in the announcement was that we were looking for ways to reduce the price, but there was no room for that,"" he said, adding that Prime Minister Shehbaz Sharif had also been taken into confidence and that the approval came albeit with reluctance.

Petrol is used in motorbikes and cars whereas diesel is widely used in transport and agriculture sectors.

The government is currently charging the highest-ever rate of petroleum levy from the consumers.

It was charging Rs 62 per litre petroleum levy on direct sale of petrol, Rs52.15

per litre on HOBC, Rs 0.05 per litre on kerosene oil, Rs 57 per litre on HSD and Rs33.37 per litre on E-10 gasoline.

However, it was charging zero petroleum levy on light diesel oil (LDO).

So, the government was charging highest rates of petroleum levy on two key products - petrol and diesel. The regulator had also slashed the rate of inland freight equalisation margin (IFEM) that was negative of Rs1.36 per litre on HSD.

It allowed Rs 2.63 per litre FEM on petrol, Rs5.68 per litre on kerosene oil, Rs4.73 per litre on LDO and Rs 0.54 per litre IFEM on E-10 gasoline.

The price of kerosene oil stands at Rs 192.38 per litre.

The Pakistan State Oil (PSO) had asked for taking weighted average premium on imports at $10.43 per barrel to determine the price of petrol to which the government agreed.

The PSO had also asked for making adjustments of Rs2.60 per litre to include in price computation on account of Sindh Infrastructure Cess. However, the demand was turned down by the regulator.

Meanwhile, Federal Minister for Information and Broadcasting Marriyum Aurangzeb noted that the incumbent government had ""responsibly managed"" the agreement with the International Monetary Fund (IMF) and taken decisions to raise petroleum products prices ignoring the ""political cost"".

On the contrary, the previous regime violated the agreement with the IMF just for political gains, she said while addressing a news conference after inauguration of the Foreign Media Digital Wall of Digital Electronic Media Unit at the Directorate of Electronic Media and Publications in the federal capital.

""The government's tenure will end in a few days, but we have prioritised the state over politics. In contrast, (PTI chief) Imran Khan, who was certain about the end of his government, subsidised petroleum products and violated the IMF agreement which inflicted massive damage on the economy,"" she maintained.

The minister observed that the present coalition government did not take decisions for petty political advantages, rather the same were made in the larger national interest.",616.0,272.95,273.4,"Petrol, diesel become dearer by almost Rs 20",0.0,0.05,0.1,0.6,0.25,0.0,0.05,0.15,0.6,0.2,0.0,0.0,0.15,0.75,0.1,0.0,0.05,0.15,0.35,0.45,-0.95,-1.2,-1.05,-0.95
34,2023-07-16,"['https://tribune.com.pk/epaper/news/Karachi/2023-07-16/NDhjY2FiODUyYzA2ZjU3YWM1MGNkNDQ4M2Q2OWY4YzIuanBlZw', 'https://tribune.com.pk/epaper/news/Karachi/2023-07-16/ZmYyMDZjNTFiNDAxM2Q0NTQ3MWRjOTBhYTY2MmI5ZTIuanBlZw']","Petrol price cut by Rs9, diesel by Rs7 as govt withholds increase in PDL

The government on Saturday slashed the prices of key petroleum products for July 16-31 fortnight on the back of strengthening of the rupee against the US dollar following approval of a new International Monetary Fund (IMF) deal.

Finance Minister Ishaq Dar announced a Rs 9 per litre reduction in the price of petrol and Rs7 per litre in price of high speed diesel. The new prices would take effect on July 16 (today) and continue until July 31.

The rupee has appreciated by Rs 8.42 against the dollar climbing to Rs278.58 from Rs286.99 in the wake of the approval of IMF's Stand-By Arrangement and fresh deposits from Saudi Arabia and the UAE in the state Bank of Pakistan (SBP).

Announcing the new fortnightly fuel prices on the state television on Saturday night, Dar said that the prime minister had issued directives for reducing the prices of petroleum products.

Accordingly, the petrol price has been reduced by Rs 9 per litre to Rs253. Its price during the last fortnight was Rs262 per litre. Similarly, the price of high speed diesel declines by Rs7 to Rs253.50 per litre from Rs260.50 per litre.

The minister said that the international fuel market had been fluctuating during the outgoing fortnight - July 1-15. However, the government also withheld the decision of increasing petroleum development levy (PDL) for second half of July.

""There was an increase in one product and decline in the others,"" the finance minister said. ""But the strengthening of the rupee against the dollar has offset the price increase,"" he added

The government was charging Rs55 per litre PDL on petrol and was scheduled to increase it to Rs 60 per litre.",293.0,253.0,253.5,Rising rupee brings relief to fuel consumers,0.1,0.75,0.1,0.03,0.02,0.1,0.65,0.2,0.04,0.01,0.05,0.85,0.1,0.0,0.0,0.38,0.35,0.27,0.0,0.0,0.95,1.1099999999999999,0.8799999999999999,0.79
35,2023-07-02,"['https://tribune.com.pk/epaper/news/Karachi/2023-07-02/Yzk1ZjVjYjY0MWY3MzU1YjQ4ZDFhMWIxMWUyMGRiZWQuanBlZw', 'https://tribune.com.pk/epaper/news/Karachi/2023-07-02/Yzc0Y2ZlMWE5ODc4MTNkODAxYWFkMjQ3Zjk0MGNjOWEuanBlZw']","On the recommendation of the Oil and Gas Regulatory Authority (OGRA), the federal government has announced that petroleum prices will be maintained at their current rate of Rs262 per litre, while diesel costs have been raised by Rs7.5 to a rate of Rs260.5 per litre.

Finance Minister Ishaq Dar shared the news in a tweet late last night, stating that the newly announced rates would be valid until July 15.

Dar has said that the price of oil has increased significantly in the world market due to which the price of diesel is being increased by seven and a half rupees per litre.

However, the finance minister did not clarify whether there were any changes in kerosene and light-diesel oil prices.

He said that OGRA had recommended keeping the prices to a minimum, which was decided after consultation with the prime minister.

Earlier, Ogra had sent the summary of the prices of petroleum products for the next fortnight to the finance ministry. It was anticipated that the government would give relief to the people.

On June 15, the government had announced that the prices of petroleum products would remain unchanged for the next 15 days.

However, Pakistan's oil consumers were expected to get a relief of Rs6. 48 per litre in the price of petrol for the first fortnight of July.

It was also anticipated that the price of high-speed diesel (HSD) may surge by Rs13.84 per litre, which would have widely impacted its consumers as HSD is primarily used in transport and agriculture sectors.

Any upward revision in the price of diesel sparks inflationary pressures owing to the increase in freight rates for goods transportation and rise in the cost of planting crops.

On the other hand, the expected reduction in the price of petrol, which is considered an alternative to compressed natural gas (CNG), was expected to provide some relief to the motorists and bikers.

With the failure of Pakistan LNG Limited (PLL) to clinch import contracts, the provision of LNG to the CNG retail outlets, especially in Punjab, has encountered obstacles. Therefore, car owners are mainly dependent on petrol.

Industry sources had indicated that the proposed changes in petrol and diesel prices are based on current rates of petroleum levy and general sales tax (GST). The petroleum levy has been fixed at Rs 50 per litre for both petrol and HSD.

Earlier this week, oil fell, giving up earlier gains, as worries over further interest rate hikes and slowing demand offset support from an industry report showing a larger-than-expected drop in US crude inventories.

Benchmark Brent crude prices are down over 15% this year as rising interest rates hit investor appetite, while China's economic recovery has faltered after several months of softer-than-expected consumption and other data. At 1348 GMT, Brent was down 43 cents, or 0.6%, to $71.83 a barrel, while US WTI crude slipped 12 cents, or 0.2%, to $67.58. ""For now, the market remains stuck with demand concerns weighing,"" said Ole Hansen, head of commodity strategy at Saxo Bank. ""OPEC production cuts have helped prevent a deeper setback.""

Meanwhile, the Oil Companies Advisory Council (OCAC) has cautioned the government that imports on foreign suppliers' account through the customs bonded storages pose a significant threat to the local refineries, leading to potential economic repercussions not only within the oil industry but also for the overall economy.",560.0,262.0,260.5,Diesel price jacked up; petrol stays put,0.0,0.05,0.1,0.6,0.25,0.02,0.15,0.4,0.3,0.13,0.0,0.02,0.28,0.55,0.15,0.0,0.03,0.3,0.52,0.15,-0.8300000000000001,-0.79,-1.05,-0.37000000000000005
36,2023-06-16,['https://tribune.com.pk/epaper/news/Karachi/2023-06-16/ODk1YmM3YmUwMDkyM2M0MzI0Y2Y3ZGM5MDNlNmRmYzkucG5n'],"Light diesel oil becomes expensive by Rs2.52 per litre

The government on Thursday kept petroleum product prices unchanged for the second fortnight of June. However, the price of light diesel oil (LDO) was increased by Rs 2.52 to Rs 150.20 per litre, Prices of petrol, high-speed diesel (HSD) and kerosene oil were left unchanged for June 16 to 30, 2023. Earlier, it was projected that the price of petrol would be reduced by Rs 1.87 per litre while HSD would become expensive by Rs3.29 per litre.

These two are the most consumed petroleum products, Petrol is used in motorbikes and cars whereas HSD is widely used in transport and agriculture sectors.

Addressing a press conference, Finance Minister Ishaq Dar said that during the last two rounds, the prices of petroleum products were significantly reduced. The price of HSD was slashed by Rs35 per litre whereas petrol saw a reduction of Rs 20 per litre, he said.

The minister pointed out that the prices of petroleum products slightly increased in the international market from June 1 to 15, therefore, the government decided to keep them unchanged.

The decision to keep the HSD price unchanged will provide some relief to the consumers who are reeling from a soaring inflation. For the upcoming fortnight, prices of petrol and HSD will stand at Rs262 per litre and Rs 253 per litre respectively. Besides petroleum levy, the prices of these products also include the inland freight equalisation margin (FEM) and margins of dealers and oil marketing companies (OMCs). The oil industry is charging IFEM of Rs 4.04 per litre on petrol and Rs3.79 per litre on HSD. Consumers also pay Rs 50 per litre in petroleum levy on petrol and HSD. OMCs' margins have been fixed at RS 6 per litre for petrol and Rs 5 per litre for HSD while dealers' commission currently stands at Rs7 per litre for the two products.

The government also maintained the price of kerosene oil at Rs164.07 per litre. Earlier, it was anticipated that kerosene oil would become expensive by Rs2.10.

Kerosene oil is used in remote areas like northern parts of the country where liquefied petroleum gas (LPG) is not available.

The price of LDO went up to Rs 150.20 per litre from. Rs 147.68, registering an increase of Rs2.52. The price revision was almost in line with the expected increase of Rs2.48 per litre.",398.0,262.0,253.0,"Petrol, diesel prices left unchanged",0.0,0.1,0.7,0.15,0.05,0.0,0.1,0.6,0.2,0.1,0.0,0.01,0.98,0.01,0.0,0.05,0.45,0.4,0.1,0.0,0.0,0.44999999999999996,-0.15,-0.30000000000000004
37,2023-06-01,['https://tribune.com.pk/epaper/news/Karachi/2023-06-01/YWZiMDIxNmIxMjU3MjkzZGE2MjZjZTY5YTRhNmZhMTUuanBlZw'],"Govt says rates reduced to provide relief to consumers

The government reduced the price of petrol by Rs 8 per litre and the prices of the high-speed diesel (HSD) and the light diesel oil (LDO) by Rs 5 for the next fortnight, an official announcement said on Wednesday.

Effective June 1, 2023 (today), the price of petrol would come down to Rs262 per litre from Rs270 per litre, registering a reduction of Rs8 per litre, the finance division said in a late-night statement.

Similarly, the HSD will now be sold at Rs253 per litre from the previous Rs258 per litre, and the LDO at Rs147.68 per litre, Rs5 down from the previous Rs152.68. According to the statement, there had been no change in the price of kerosene oil at Rs147.68 per litre.

The finance division said that government had decided to reduce the existing prices of petroleum products to provide relief to the consumers. Petrol is used in motorbikes and small cars and it is also an alternate to compressed natural gas (CNG).

The HSD is widely used in agriculture and transport sectors and the LDO is used. in industry. The reduction in the HSD price will have healthy impact on farmers and may lead to cut in the cost of transportation of goods.",214.0,262.0,253.0,"Petrol price slashed by Rs 8, diesel by Rs 5",0.1,0.6,0.25,0.03,0.02,0.1,0.65,0.2,0.03,0.02,0.15,0.65,0.2,0.0,0.0,0.25,0.6,0.15,0.0,0.0,0.95,1.1,0.73,0.78
38,2023-05-16,"['https://tribune.com.pk/epaper/news/Karachi/2023-05-16/MGI2NjcxYTBmMDYyMzRmNGY3ZmY5MzBjMGVjZDE3YmUuanBlZw', 'https://tribune.com.pk/epaper/news/Karachi/2023-05-16/NWU1YTY4ODJkMTAyZTE4OTA3NWE1ZTVhMDI5ZmJhMzYuanBlZw']","The federal government announced a substantial reduction in the prices of petroleum products on Monday, with a view to passing on the benefits of a decline in the prices in the international market to the people.

According to a finance ministry statement, the price of petrol was slashed by Rs12 per litre, diesel by Rs30 per litre, and kerosene oil by Rs12 per litre. The price cut takes effect from Tuesday for the next fortnight.

Keeping in view the declining trend in the international market, the government had decided to reduce the existing prices of petroleum products to provide maximum relief to the people, the statement said.

According to the government announcement, the price of petrol comes down from Rs282 to Rs270 per litre. The high speed diesel (HSD)

will now be available at Rs258 per litre against the previous rate of Rs288 per litre.

Petrol is used in motorbikes and cars. This is also an alternative fuel of compressed natural gas (CNG). The HSD is widely used in transport and agriculture sectors. Therefore, its reduction will have a healthy impact on agriculture, as the sowing season continued.

The price of kerosene oil has also come down from Rs176.07 to Rs164.07 with a reduction of Rs12 per litre, while the light diesel oil (LDO) will be sold at Rs 152.68 per litre against earlier price of Rs164.68 per litre.

Kerosene oil is used in remote areas, especially northern parts of Pakistan, for cooking purposes where liquefied petroleum gas (LPG) is not available. The Pakistan army is also a key user of kerosene oil in northern parts. The LDO is used in industry.

Finance Minister Dar hoped that the prices of other commodities would also come down with the reduction in the prices in petroleum products. He urged the transporters to reduce their fares for the benefit of the already burdened masses.

The government is currently charging maximum petroleum levy (PL) of Rs50 per litre on petrol, high speed diesel and high octane blending component (HOBC). This is the maximum rate the government had approved in the budget.

Therefore, the government did not have the space to adjust reduction in prices of petroleum products to generate more revenue. The revenue on account of petroleum levy goes to the federal government.

There was a space to increase the rate of general sales tax on the petroleum products. However, the receipts of sales tax go to the provinces, therefore, the government preferred to make a cut in prices of petroleum products amid current political situation.",422.0,270.0,258.0,Substantial cut in POL prices announced,0.1,0.6,0.25,0.03,0.02,0.4,0.45,0.1,0.03,0.02,0.5,0.35,0.15,0.0,0.0,0.15,0.6,0.25,0.0,0.0,1.35,0.8999999999999999,0.73,1.1800000000000002
39,2023-05-01,"['https://tribune.com.pk/epaper/news/Karachi/2023-05-01/NmFjMzg0ZTAyMTc5ZDE5OTdkZDYyZGYyMTE5OGMxN2MuanBlZw', 'https://tribune.com.pk/epaper/news/Karachi/2023-05-01/NTgwMWRmMTEwODYzNDExMzAxZWYzZjJkNTQ2YWU1YjkuanBlZw']","The government on Sunday reduced the prices of high speed diesel (HSD) by Rs5 per litre and the light diesel oil (LDO) by Rs 10 per litre for the next 15 days mainly because of fluctuations in the global oil prices, but kept that of petrol unchanged.

The new petroleum prices came into effect after midnight Sunday. For the next 15 days, the HSD will be sold at Rs288 per litre against last fortnight's price of Rs293 per litre.

Similarly, LDO will be sold at Rs164.68 per litre against the old price of Rs174.68 per litre.

Also the government reduced the price of kerosene oil by Rs 10 per litre. Now, the kerosene oil will be available at a price of Rs176.07 per litre compared with the old price of Rs186.07 per litre.

The HSD is widely used in transport and agriculture sectors. At present, the Kharif crop season is under way, therefore, a decrease in the price will have a healthy impact on farmers, who are already facing higher oil prices.

The government is currently charging a maximum rate of petroleum levy (PL) of up to Rs 50 per litre on high octane blending component (HOBC), petrol, and HSD to boost the its revenues.

Therefore, the government passed on relief to the consumers on the HSD. Although, the government was expected to reduce the price of petrol but no change was announced, keeping the existing price of Rs282 per litre.

The petrol is used by motorbikes and cars. This is also an alternative to compressed natural gas (CNG). After gas shortage and higher prices of liquefied natural gas (LNG), the CNG retail outlets were shut during the winter season. Therefore, consumers mainly in Punjab, were forced to use expensive fuel, petrol, for cars. Kerosene oil is used in the remote areas of Pakistan for cooking purposes, especially in the northern part of the country, where the liquefied petroleum gas (LPG) was not available. The army is also a key user of the kerosene oil in the upcountry areas.

The LDO is used in the industry. The fall in fuel prices came as dollar witnessed a decline of Rs2.57 from 286.66 to Rs284.09 during the last fortnight.",367.0,282.0,288.0,"Diesel prices slashed, petrol stays firm",0.1,0.65,0.2,0.03,0.02,0.1,0.45,0.3,0.1,0.05,0.1,0.55,0.35,0.0,0.0,0.05,0.45,0.35,0.15,0.0,0.75,0.4,0.78,0.45
