,date,link,word_count,headline,inner_html,petrol,hsd,openai_headline_very_positive,openai_headline_positive,openai_headline_neutral,openai_headline_negative,openai_headline_very_negative,openai_text_very_positive,openai_text_positive,openai_text_neutral,openai_text_negative,openai_text_very_negative,gemini_headline_very_positive,gemini_headline_positive,gemini_headline_neutral,gemini_headline_negative,gemini_headline_very_negative,gemini_text_very_positive,gemini_text_positive,gemini_text_neutral,gemini_text_negative,gemini_text_very_negative,gemini_headline_overall_sentiment,gemini_text_overall_sentiment,openai_headline_overall_sentiment,openai_text_overall_sentiment
26,2023-11-01,https://e.jang.com.pk/detail/562912,166.0,پٹرول اور ڈیزل کی قیمت برقرار مٹی کا تیل 3روپے 82پیسے سستا ,(نمائندہ جنگ) حکومت نے پٹرول اور ہائی اسپیڈ ڈیزل کی موجودہ قیمتوں کو برقرار رکھنے کافیصلہ کیا ہےا ور مٹی کے تیل اور لائٹ ڈیزل آئل کی قیمت میں کمی کی گئی،مٹی کا تیل 3 روپے 82 پیسے سستا جبکہ لائٹ ڈیزل کی قیمت میں 3 روپے 40 پیسے فی لٹر کمی کردی گئی، نئ قیمتوں کا اطلاق رات سے ہوگیا، وزارت خزانہ کے جاری اعلامیہ کے مطابق حکومت نے پٹرول کی موجودہ قیمت 283روپے 38پیسے فی لٹر اور ہائی اسپیڈ ڈیزل کی موجودہ قیمت 303روپے 18پیسے فی لٹر آئندہ پندرہ روز کیلئے برقرار کھی ہیں اور کسی قسم کی کمی یا بیشی نہیں کی گئی جبکہ مٹی کے تیل کی قیمت میں 3روپے 82پیسے فی لٹر اور لائٹ ڈیز ل آئل کی قیمت میں 3روپے 40پیسے فی لٹر کمی کر دی۔ ، جس کے بعد مٹی کے تیل کی نئی قیمت 211روپے تین پیسےفی لٹر اور لائیٹ ڈیزل آئل کی قیمت 189روپے 46پیسے فی لٹر ہو گئی ہے، نئی قیمتوں کا اطلاق ہو گیا ۔,281.34,296.71,0.1,0.3,0.4,0.15,0.05,0.1,0.25,0.4,0.15,0.1,0.0,0.4,0.6,0.0,0.0,0.02,0.68,0.28,0.01,0.01,0.4,0.6900000000000001,0.25,0.1
27,2023-10-16,https://e.jang.com.pk/detail/553059%22,339.0,مہنگائی کے مارے عوام کیلئے نگراں حکومت کا ریلیف، پیٹرول 40 اور ڈیزل 15 روپے فی لیٹر سستا,کراچی (نمائندہ جنگ) نگراں حکومت نے مہنگائی کے مارے عوام کیلئے ریلیف دیتے ہوئے پٹرولیم مصنوعات کی قیمتوں میں بڑی کمی کا اعلان کر دیا۔ پٹرول 40اور ڈیزل 15روپے سستا ہوگیا، پٹرول کی نئی قیمت 283روپے 83پیسے ، ڈیزل کی 303روپے 18پیسے فی لٹر مقرر ہوگئی ہے جبکہ مٹی کا تیل 22روپے 43پیسے کم ہوگیا اور اب 214 روپے 85پیسے فی لٹر ملے گا، قیمتوں میں کمی کا نوٹیفکیشن جاری کردیا گیا ہے جس کا اطلاق رات 12 سے ہوگیا۔ ذرائع کے مطابق پٹرول پر فی لیٹر 60 روپے لیوی اور 22روپے کسٹمز ڈیوٹی اور ڈیزل پر 50 روپے لیوی اور 23روپے کسٹمز ڈیوٹی برقرار رکھی ہے ۔ ادھر ذرائع کے مطابق آئل مارکیٹنگ کمپنیز اور ڈیلرز کے منافع میں اضافہ کردیا گیا ہے۔ تفصیلات کے مطابق حکومت نے آئندہ 15روز کیلئے پٹرولیم مصنوعات کی قیمتوں میں بڑی کمی کا اعلان کردیا۔ وفاقی وزارت خزانہ کی جانب سے جاری نوٹیفکیشن کے مطابق پٹرول کی قیمت میں40روپے کمی گئی ہے جس کے بعد نئی قیمت 283روپے83پیسے فی لیٹر ہوگی۔ ہائی اسپیڈ ڈیزل کی قیمت 15روپے کمی کے بعد نئی قیمت 303روپے 18پیسے فی لیٹر مقرر کی گئی ہے۔اس کے علاوہ مٹی کےتیل نئی قیمت 214روپے 85پیسے ہوگی اور نئی قیمتوں کا اطلاق رات 12بجے سے ہوگا۔ دوسری جانب ذرائع کا کہنا ہے کہ پیٹرول پر فی لیٹر 60روپے لیوی اور 22 روپے کسٹمز ڈیوٹی برقرار رکھی گئی ہے۔ ذرائع کے مطابق ہائی اسپیڈ ڈیزل پر فی لیٹر 50روپے لیوی اور 23روپے کسٹمز ڈیوٹی برقرار ہے۔وزارت خزانہ کے مطابق عالمی مارکیٹ میں تیل کی قیمتوں میں کمی کی رحجان اور امریکی ڈالر کے مقابلے میں روپے کی قدر میں بہتری کے باعث حکومت نے پٹرولیم مصنوعات کی قیمتوں میں کمی کرنے کا فیصلہ کیا ہے۔ ذرائع کے مطابق مٹی کے تیل اور لائٹ ڈیزل آئل کی قیمتوں میں بھی کمی واقع ہوئی ہے تاہم وہ ڈی ریگولیٹڈ ہونے کی وجہ سے حکومت نے ان کی قیمتوں کا باقاعدہ اعلان نہیں کیا ہے۔ ذرائع کے مطابق اس کیساتھ ساتھ آئل مارکیٹنگ کمپنیوں اور ڈیلرز کے مارجن میں بھی اضافہ کیا گیا ہے۔,283.38,303.18,0.1,0.6,0.15,0.1,0.05,0.15,0.55,0.2,0.07,0.03,0.6,0.35,0.05,0.0,0.0,0.45,0.35,0.2,0.0,0.0,1.5499999999999998,1.25,0.6,0.72
28,2023-10-01,https://e.jang.com.pk/detail/543723%22,108.0,پٹرول کی قیمت میں 8 روپے کمی، ڈیزل 11 روپے سستا ,کراچی (نیوز ڈیسک) حکومت نے پیٹرولیم مصنوعات کی قیمتوں میں 11 روپے تک فی لیٹر تک کمی کا اعلان کردیا، پٹرول کی قیمت میں 8 روپے اور ڈیزل کی قیمت میں 11روپے کمی کردی گئی، پٹرول کی قیمت 331.38روپے فی لیٹر سے کم ہوکر 323.38 روپے فی لیٹر جبکہ ہائی اسپیڈ ڈیزل کی قیمت 329.18 روپے فی لیٹر سے کم کرکے318.18 روپے فی لیٹر کردی گئی ہے۔ نوٹی فکیشن جاری، اطلاق رات 12 بجے سے ہوگیا۔ وزارت خزانہ کی جانب سے جاری اعلامیے کے مطابق آئندہ پندرہ روز کیلئے پیٹرول کی فی لیٹر قیمت میں 8 روپے جبکہ ڈیزل کی قیمت میں 11 روپے کمی کی گئی ہے۔,283.38,303.18,0.1,0.6,0.2,0.05,0.05,0.1,0.75,0.1,0.03,0.02,0.05,0.65,0.3,0.0,0.0,0.0,0.05,0.95,0.0,0.0,0.75,0.05,0.6499999999999999,0.8799999999999999
29,2023-09-16,https://e.jang.com.pk/detail/535553%22,190.0,نگراں حکومت نے عوام پر مہنگائی بم گرادیا، پٹرول 26، ڈیزل 17.34 روپے فی لیٹر ریکارڈ مہنگا,(جنگ نیوز)نگراں حکومت نے گرانی کے ستائے عوام پر مہنگائی کا ایک اور بم گرادیا۔ حکومت نے پٹرولیم مصنوعات کی قیمت میں ریکارڈ اضافہ کرتے ہوئے پٹرول فی لیٹر 26 روپے 2 پیسے اور ڈیزل 17روپے 34پیسے مزید مہنگا کر دیاجس کا نوٹیفکیشن بھی جاری کردیاگیاہے ۔ وزارت خزانہ کی جانب سے جاری اعلامیہ میں کہا گیا کہ بین الاقوامی مارکیٹ میں تیل کی بڑھتی ہوئی قیمتوں کے پیش نظر حکومت نے پٹرولیم مصنوعات کی موجودہ قیمتوں میں ردوبدل کا فیصلہ کیا ہے۔ اعلامیے میں کہا گیا کہ پٹرولیم مصنوعات کی نئی قیمت کا اطلاق 16 ستمبر(جمعہ اورہفتہ کی درمیانی شب ) سے ہوگیا ہے ۔جاری اعلامیے کے مطابق پٹرول کی نئی قیمت 331 روپے 38 پیسے اور ہائی اسپیڈ ڈیزل کی نئی قیمت 329 روپے 18 پیسے فی لیٹر ہوگئی ہے ۔ دریں اثناءپٹرولیم مصنوعات کی قیمتوں میں اضافے پر شہریوں نے دہائی دیتے ہوئے کہاکہ عوام کی قوت خرید ختم ہوچکی ‘کوئی سننے والا نہیں ‘لوگ کہاں جائیں ‘ مارنا ہے توایک ہی بار مارڈالیں ‘چیزیں مہنگی کرنے کی بجائے اشرافیہ کے اخراجات کم کریں ‘آئی ایم ایف سے معاہدے کی سزاقوم کو کیوں دی جارہی ہے ۔,323.38,318.18,0.0,0.02,0.05,0.7,0.23,0.0,0.01,0.05,0.4,0.54,0.0,0.0,0.05,0.2,0.75,0.0,0.0,0.1,0.3,0.6,-1.7,-1.5,-1.14,-1.47
30,2023-09-01,https://e.jang.com.pk/detail/525981,194.0,پٹرول 305.36، ڈیزل 311.84، پٹرولیم مصنوعات ریکارڈ مہنگی، پٹرول 14.91 اور ڈیزل 18.44 روپے فی لیٹر مزید مہنگا ہوگیا,(جنگ نیوز/ایجنسیاں)پیٹرولیم مصنوعات کی قیمتوں میں بڑا اضافہ‘پٹرول 14 روپے91پیسے جبکہ ڈیزل 18روپے 44پیسے مہنگا ‘ پٹرول کی نئی قیمت 305.36جبکہ ڈیزل کی 311.84روپے مقرر‘نوٹیفکیشن جاری ‘اطلاق فوری ہوگا‘ملکی تاریخ میں پہلی بار پٹرول اورڈیزل کی قیمت 300 روپے سے اوپر کی ریکارڈ سطح پر چلی گئی ہے۔ادھر ملک میں چینی کے نرخ بھی بے قابو‘ ریٹیل قیمت 180 روپے کلو کی ریکارڈسطح پر پہنچ گئی ‘ علاوہ ازیں عوامی احتجاج اور مظاہروں کے باوجود حکومت تاحال بجلی بلوں میں ریلیف دینے سے متعلق کوئی فیصلہ نہیں کرسکی ہے۔ علاوہ ازیں نگراں حکومت نے پٹرولیم مصنوعات میں اضافے کے بعد لیوی سے متعلق آئی ایم ایف کی شرط پوری کر دی۔ ذرائع کے مطابق فی لٹر پیٹرول پر لیوی کی فل شرح عائد کر دی گئی ہے جس کے بعد فی لیٹر پیٹرول پر 60 روپے لیوی عائد ہوگئی ہے۔ذرائع وزارت خزانہ کے مطابق ڈیزل پر بھی 50 روپے لیوی عائد ہے جبکہ دونوں مصنوعات پر لیوی 60 روپے فی لٹیر تک بڑھانے کا خدشہ ہے۔ذرائع وزارت خزانہ کا کہناہے کہ بجٹ میں لیوی بڑھانے کی منظوری دی گئی تھی، 60 روپے سے زیادہ لیوی عائد کرنے کے لیے پارلیمنٹ سے منظوری لازمی ہے۔,331.38,329.18,0.0,0.02,0.05,0.6,0.33,0.0,0.01,0.1,0.55,0.34,0.0,0.0,0.05,0.45,0.5,0.0,0.0,0.05,0.3,0.65,-1.45,-1.6,-1.24,-1.22
31,2023-08-16,https://e.jang.com.pk/detail/512787,227.0,نگراں حکومت کا بڑا جھٹکا، پٹرول 17.50، ڈیزل 20 روپے لیٹر مہنگا, (ایجنسیاں/ٹی وی رپورٹ) نگراں حکومت کاعوام کو بڑاجھٹکا ‘ وزارت خانہ نے آئندہ پندرہ روزکیلئے پٹرولیم مصنوعات کی قیمتوں میں اضافے کا نوٹی فکیشن جاری کیا، جس کے مطابق پٹرول کی فی لٹر قیمت میں 17 روپے 50 پیسے جبکہ ہائی اسپیڈ ڈیزل کی قیمت میں 20روپے فی لیٹر اضافہ کیا گیا ہے۔اضافے کے بعد پٹرول کی نئی قیمت 290 روپے 45 پیسےجبکہ ہائی اسپیڈ ڈیزل کی نئی قیمت 293روپے 40پیسے فی لیٹر ہوگئی ہے۔ ذرائع کے مطابق تیل کی مزید سپلائی نہ پہنچنے سےقیمتوں میں مزیداضافے کا خدشہ ہے۔ علاوہ ازیں پٹرولیم مصنوعات کی قیمتیں بڑھنے پر پمپ مالکان نے مختلف شہروں میں پٹرول کی فروخت بند کر دی‘عوام کا رش لگ گیا۔شہریوں کی پریشانی میں شدید اضافہ ہوگیا ہے ۔دریں اثناء مقامی مارکیٹنگ کمپنیوں نے ایل پی جی کی قیمت میں 10روپے کلو اضافہ کر دیا ہے جس کے بعد ایل پی جی کی فی کلو قیمت220 روپے کلو ہو گئی ہے۔ ایل پی جی ڈسٹری بیوٹر ز ایسوسی ایشن کے چیئرمین عرفان کھوکھر کے مطابق اضافے کے بعد گھریلو سلنڈر کی قیمت میں 120روپے اور کمرشل سلنڈر کی قیمت میں 450روپے اضافہ ہوگیا‘گھریلو سلنڈر 2495 روپے کی بجائے 2615روپے اور کمرشل سلنڈر 9580روپے کی بجائے 10030 روپے میں فروخت ہو رہا ہے جبکہ پہاڑی علاقوں میں ایل پی جی 255روپے فی کلو، گھریلو سلنڈر 3015اور کمرشل سلنڈر 11600روپے تک فروخت ہو رہا ہے ۔,305.36,311.84,0.0,0.01,0.05,0.5,0.44,0.0,0.01,0.1,0.55,0.34,0.0,0.0,0.05,0.35,0.6,0.0,0.0,0.05,0.4,0.55,-1.5499999999999998,-1.5,-1.37,-1.22
32,2023-08-02,https://e.jang.com.pk/detail/502478%22,380.0,پٹرول 19.95، ڈیزل 19.9 روپے لیٹر مہنگا، فیصلہ قومی مفاد میں کیا، وزیر خزانہ، دفاع کرنا مشکل، پیپلز پارٹی، ٹرانسپورٹرز کی دھمکی, ( جنگ نیوز ، مانیٹرنگ سیل ) حکومت نے پیٹرولیم مصنوعات کی قیمتوں میں بڑا اضافہ کردیا۔وزیر خزانہ اسحاق ڈار نے نیوز کانفرنس کرتے ہوئے پیٹرولیم مصنوعات کی قیمتوں کا اعلان کیا۔وزیر خزانہ کے مطابق ہائی اسپیڈ ڈیزل 19 روپے 90 پیسے مہنگا کیا گیا ہے جس کے بعد ہائی اسپیڈ ڈیزل کی نئی قیمت 273 روپے 40 پیسے ہوگی ۔انہوں نے کہا کہ پٹرول کی قیمت میں 19 روپے 95 پیسے اضافہ کیا گیا ہے جس کے بعد پیٹرول کی نئی قیمت 272 روپے 95 پیسے ہوگئی ہے،نئی قیمتوں کا اطلاق فوری طور پر کر دیا گیا۔حکومتی اتحادی جماعت پپیلز پارٹی کے مطابق پٹرول مہنگا ہونے کا دفاع کرنا مشکل ہے ۔دوسری جانب ٹرانسپورٹرز نے ڈیزل کی قیمتوں میں اضافے کو مسترد کرتے ہوئے دھمکی دی کہ ڈیزل سستا کریں ورنہ بسیں بند کردینگے، وزیر خزانہ نے کہا کہ عالمی مارکیٹ میں پیٹرولیم قیمتیں بڑھنے کی وجہ سے ہمیں بھی اضافہ کرنا پڑا۔انہو ں نے کہا حکومت نے پوری کوشش کی کہ عالمی منڈی میں ہونے والے اضافے کا عوام پر کم سے کم بوجھ ڈالا جائے۔ہم آئی ایم ایف کے پروگرام میں ہیں اور سب کو پتا ہے کہ اسٹینڈ بائی معاہدہ ہوا ہے، ماضی میں بھی یہی مسئلہ ہوا کہ حکومت نے جاتے ہوئے معاہدوں کو پورا نہ کیا اس لیے ہماری آئی ایم ایف کے ساتھ پیٹرولیم لیوی سے متعلق کمٹمنٹ ہے۔ اگر وہ کمٹمنٹس نہ ہوتیں تو پھر ایک ہی راستہ تھا کہ اس میں کچھ کمی کرکے یا پھر جتنی وزیر اعظم اجازت دیتے تو کم سے کم اس میں اضافے کا اعلان کرتے، ایسے فیصلے نہیں کر سکتے جس سے ملک مشکل میں گھرے، ملکی مفاد کو سامنے رکھتے ہوئے پیٹرولیم مصنوعات کی قیمتیں بڑھانے کا فیصلہ کیا گیا۔ وزیر خزانہ اسحاق ڈار نے کہا کہ گزشتہ رات یعنی 31 جولائی کو پیٹرولیم مصنوعات کی نئی قیمتوں کا اعلان کیا جانا تھا، گزشتہ 15 روز کے دوران عالمی مارکیٹ میں پیٹرلیم مصنوعات کی قیمتوں میں بہت زیادہ اضافہ ہوا، 16 جولائی کو ہائی اسپیڈ ڈیزل کی فی بیرل قیمت 96 ڈالر تھی جو کل 31 جولائی کو بڑھ کر 111 اعشاریہ 46 ڈالر فی بیرول ہوگیا۔اسحٰق ڈار نے کہا کہ اسی طرح 16 جولائی کو پیٹرول فی بیرل 89 اعشاریہ 14 ڈالر فی بیرل تھا، جو بڑھ کر 97 اعشاریہ 39 ڈالر ہوگیا۔,290.45,293.4,0.0,0.05,0.1,0.55,0.3,0.0,0.05,0.1,0.45,0.4,0.0,0.01,0.14,0.5,0.35,0.0,0.0,0.35,0.45,0.2,-1.19,-0.8500000000000001,-1.1,-1.2
33,2023-07-16,https://e.jang.com.pk/detail/489615%22,169.0,پٹرولیم مصنوعات کی قیمتوں میں کمی، پٹرول 9، ہائی اسپیڈ ڈیزل 7 روپے سستا, (نمائندہ جنگ / ٹی وی رپورٹ) وزیر خزانہ سینیٹر اسحاق ڈار نے پیٹرول اور ہائی سپیڈ ڈیزل کی قیمتوں میں کمی کا اعلان کر دیا ،میڈیا سے گفتگو کرتے ہوئے وزیر خزانہ نے کہاکہ گزشتہ 15دنوں کے دوران روپے کی قدر میں بہتری آئی ہےلیکن دوسرے آئٹم میں اضافہ ہوا ہے جس آئٹم میں اضافہ ہوا ہے ہم نے اسکو پاکستانی روپے میں بہتری کی وجہ سے کچھ تلافی کرنے کی کوشش کی ہے، پہلی جولائی کو پیٹرولیم ڈویلپمنٹ لیوی جو آئی ایم ایف سے طے تھا اس میں مزید کوئی کوئی تبدیلی نہیں کر رہے،انہوں نےکہاکہ 16 سے 31 جولائی تک کی پیٹرولیم مصنوعات کی قیمتوں میں ردوبدل واجب تھا آئندہ پندرہ روز کیلئے پٹرول کی قیمت میں 9روپے جبکہ ہائی سپیڈ ڈیزل میں 7روپے فی لٹر کمی کر دی گئی ہے جس کا اطلاق آج رات 12بجے سے ہو گا،پٹرول کی فی لٹر قیمت 262روپے کم کر کے253روپے جبکہ ہائی سپیڈڈیزل کی قیمت 260روپے 50پیسے سے کم کر کے 253روپے 50پیسے فی لٹر کر دی گئی ہے۔,272.95,273.4,0.1,0.6,0.25,0.04,0.01,0.1,0.65,0.15,0.05,0.05,0.05,0.6,0.35,0.0,0.0,0.1,0.65,0.25,0.0,0.0,0.7,0.8500000000000001,0.74,0.7
34,2023-07-02,https://e.jang.com.pk/detail/479153 ,152.0,ڈیزل7.50روپے لٹر مہنگا ،پٹرول کی قیمت برقرار, (جنگ نیوز)حکومت نے آئل اینڈ گیس ریگولیٹری اتھارٹی کی سفارش پر پیٹرول کی قیمت برقرار رکھنے اور ڈیزل کی قیمت میں ساڑھے سات روپے کا اضافہ کردیا۔ وفاقی وزیر خزانہ اسحاق ڈار نے آئندہ پندرہ روز کے لیے پیٹرولیم مصنوعات کی قیمتوں میں ردوبدل کا اعلان کیا اور بتایا کہ یکم جولائی سے 15 جولائی کی رات تک ڈیزل کی قیمت میں 7 روپے 50 پیسے کا اضافہ کیا گیا ہے۔ انہوں نے بتایا کہ حکومت نے آئندہ پندرہ روز کے لیے پیٹرول کی فی لیٹر قیمت میں کوئی اضافہ نہیں کیا۔ اسحاق ڈار نے کہا کہ اوگرا نے قیمتیں کم سے کم رکھنے کی سفارش کی تھی جس پر وزیراعظم سے مشاورت کے بعد فیصلہ کیا گیا۔وزیر خزانہ نے کہا کہ عالمی منڈی میں تیل کی قیمت میں کافی اضافہ ہوا ہے جس کی وجہ سے ڈیزل کی قیمت میں ساڑھے سات روپے فی لیٹر کا اضافہ کیا جا رہا ہے۔,253.0,253.5,0.0,0.05,0.1,0.6,0.25,0.0,0.1,0.5,0.3,0.1,0.0,0.0,0.3,0.6,0.1,0.0,0.05,0.75,0.2,0.0,-0.8,-0.15,-1.05,-0.4
35,2023-06-16,https://e.jang.com.pk/detail/467967,184.0,لائٹ ڈیزل آئل 2.52روپے مہنگا دیگر پیٹرولیم مصنوعات کی قیمتیں برقرار ,(کامرس رپور ٹر )لائٹ ڈیزل آئل کی قیمت میں اضافہ ،دیگر پیٹرولیم مصنوعات کی قیمتیں رقرار رہیں گی ، وزیر خزانہ اسحاق ڈار نے قیمتوں کا اعلان کرتےہوئے کہا کہ وفاقی حکومت نے 16جو ن سے 30جون تک پیٹرول اور ڈیزل کی قیمتیں برقرار رکھنے کا فیصلہ کیا ہے، عالمی منڈی میں گیس اور تیل کی قیمتوں میں تھوڑا سا اضافہ ہوا ہے اور آج کئی اخبارات نے رپورٹ کیا کہ ڈیزل کی قیمت میں ساڑھے 3 روپے کا اضافہ اور پیٹرول کی قیمت میں چند پیسوں کی کمی ہو گی، میں حیران ہوں کہ میڈیا کو پتہ نہیں یہ خبریں کیسے ملیں۔اسحاق ڈار کا کہنا تھا اوگرا نے جو تجاویز دیں اس کے مطابق ڈیزل اور پیٹرول کی قیمتیں برقرار رکھنے کا فیصلہ کیا گیا۔ حکومت کے اعلان کےمطابق پٹرول کی فی لیٹر قیمت 262 روپے اور ڈیزل کی قیمت 253 روپے، مٹی کے تیل کی قیمت 164روپے 7پیسے فی لیٹررہے گی ، رات گئے جاری نوٹیفکیشن کے مطابق لائٹ ڈیزل آئل کی قیمت میں 2روپے 52پیسے کااضافہ کیاگیاہے جس کے بعدلائٹ ڈیزل کی قیمت 147روپے 68پیسے سے بڑھ کر150روپے 20پیسے ہوگئی ہے۔,262.0,260.5,0.0,0.05,0.15,0.6,0.2,0.0,0.05,0.45,0.4,0.1,0.0,0.0,0.45,0.5,0.05,0.05,0.6,0.3,0.05,0.0,-0.6,0.6499999999999999,-0.95,-0.55
36,2023-06-01,https://e.jang.com.pk/detail/456267,339.0,بجٹ سے پہلے عوام کیلئے ریلیف، پٹرول 8 اور ڈیزل 5 روپے فی لیٹر سستا، مٹی کے تیل کی قیمت برقرار, (نیوز ایجنسیز ) حکومت نے بجٹ سے پہلے ہی عوام کو ریلیف دیا ہے اور پٹرول 8روپے اور ڈیزل 5روپے فی لٹر سستا کردیا ہے تاہم مٹی کے تیل کی قیمت برقرار رکھی ہے ۔ پٹرول کی نئی قیمت 262روپے جبکہ ڈیزل کی 147.68روپے فی لٹر مقرر ہوگئی ہے جس کا اطلاق رات بجے سے ہوگیا۔ وفاقی وزیر خزانہ اسحاق ڈار نے کہا کہ مشکل معاشی حالات کے باوجود عوام کو ریلیف دینے کیلئے کوشاں ہیں ، مئی میں مجموعی طور پر پٹرول پر 20اور ڈیزل پر 35روپے کم کئے ۔ تفصیلات کے مطابق حکومت نے مشکل معاشی حالات کے باوجود عوام کوریلیف دینے کیلئے پیٹرولیم مصنوعات کی قیمتوں میں ایک ماہ کے دوران دوبارہ کمی کا اعلان کیاہے، پیٹرول کی قیمت میں 8روپے، ہائی اسپیڈ ڈیزل کی قیمت میں 5روپے اورلائٹ ڈیزل کی قیمت میں 5روپے کی کمی کردی گئی ہے۔ وفاقی وزیرخزانہ سینیٹر محمد اسحاق ڈارنے بدھ کی شب نیوز کانفرنس میں بتایا کہ گزشتہ 15یوم کے دوران عالمی منڈی میں پیٹرولیم مصنوعات کی قیمتوں میں زیادہ ردوبدل نہیں ہوا مگر اس کے باوجود حکومت عوام کوگنجائش کے مطابق ریلیف فراہم کرنے کیلئے اقدامات کررہی ہے۔انہوں نے کہاکہ ہائی سپیڈ ڈیزل کی قیمت میں پچھلی بار 30 روپے کی کمی کردی گئی تھی، اس کی قیمت میں مزید 5 روپے کی کمی کردی گئی ہے جس کے بعد ہائی سپیڈ ڈیزل کی نئی قیمت 253روپے فی لیٹرہوگئی، پیٹرول کی قیمت میں پچھلی بار 12روپے کی کمی کی گئی تھی اس میں مزید 8روپے کی کمی کردی گئی ہے اوریکم جون سے پیٹرول کی فی لیٹر نئی قیمت 262روپے ہوگئی ۔ وزیر خزانہ نے کہاکہ لائیٹ ڈیزل آئل کی قیمت میں مزید 5 روپے کی کمی کردی گئی ہے جس کے بعد لائیٹ ڈیزل آئل کی نئی قیمت 147.68روپے ہوگئی۔ کیروسین آئل کی قیمت میں کوئی ردوبدل نہیں کیاگیا۔ وزیر خزانہ نے کہاکہ 15مئی اور31مئی کوملا کرہائی سپیڈ ڈیزل کی قیمت میں مجموعی طورپر35روپے، پیٹرول 20 روپے اورکیروسین آئل کی قیمت میں 17روپے کی کمی کردی گئی ہے، پیٹرولیم مصنوعات کی نئی قیمتوں کااطلاق یکم جون سے ہوگا۔,262.0,253.0,0.1,0.6,0.15,0.1,0.05,0.1,0.6,0.2,0.08,0.02,0.2,0.7,0.1,0.0,0.0,0.6,0.35,0.05,0.0,0.0,1.1,1.5499999999999998,0.6,0.6799999999999999
37,2023-05-16,https://e.jang.com.pk/detail/443459%22,87.0,پٹرول 12، مٹی کا تیل 12 اور ڈیزل 30روپے لٹرسستا ,(مانیٹرنگ سیل)وفاقی وزیر داخلہ اسحٰق ڈار نے اگلے 15روز کیلئے پٹرول اور مٹی کے تیل کی قیمت میں 12روپے کمی کا اعلان کردیاجبکہ ہائی اسپیڈ ڈیزل کی قیمت میں 30روپے کمی ہوگئی۔پٹرول کی نئی قیمت 282 روپے سے کم ہو کر 270 روپے ہوگئی،مٹی کے تیل کی نئی قمیت164 روپے 7 پیسے مقرر کر دی گئی،اسحاق ڈارکا کہنا تھاکہ امید ہے پٹرول و ڈیزل کی قیمتوں میں کمی سے دیگراشیا کی قیمتوں میں کمی ہوگی ،ٹرانسپورٹرز سے بھی گزارش ہے کہ اب کرایوں میں کمی کی جائے۔,262.0,253.0,0.1,0.4,0.2,0.2,0.1,0.1,0.65,0.15,0.05,0.05,0.25,0.65,0.1,0.0,0.0,0.35,0.55,0.1,0.0,0.0,1.15,1.25,0.2,0.7
38,2023-05-01,https://e.jang.com.pk/detail/431280,189.0,پیٹرول کی قیمت برقرار، ہائی اسپیڈ ڈیزل 5، مٹی کا تیل، لائٹ ڈیزل 10 روپے سستا,()وفاقی حکومت نے پیٹرول کی قیمت کو موجودہ سطح پر برقرار رکھنے کافیصلہ کیا ہے اور ہائی سپیڈ ڈیزل کی قیمت میں پانچ روپے فی لٹر، مٹی کا تیل 10روپے فی لٹر اور لائٹ ڈیزل آئل کی قیمت میں 10روپے فی لٹر کمی کر دی ہے،ہائی اا سپیڈ ڈیزل کی قیمت 288،مٹی کاتیل 176روپے 7پیسے فی لٹر ہوگیا ،اطلاق 15مئی تک کیلئے ہوگا، وزیر خزانہ اسحاق ڈار نے پیٹرولیم مصنوعات کی قیمتوں میں ردوبدل کا اعلان کرتے ہوئے کہا کہ اوگرا نے پیٹرول کی قیمت میں اضافے کی تجویز دی تھی لیکن وزیراعظم کی ہدایت کے مطابق عوام کو زیادہ سے زیادہ ریلیف دیا گیا ہے جبکہ پیٹرول کی قیمت میں کوئی اضافہ نہیں کیاجارہا ، نئی قیمتوں کے مطابق ہائی سپیڈ ڈیزل کی قیمت 293روپے فی لٹر سے کم ہو کر 288روپے فی لٹر ہو گئی ہے، مٹی کا تیل 186روپے 7 پیسے سے کم ہوکر 176روپے 7پیسے فی لٹر اور لائٹ ڈیزل آئل کی قیمت 174روپے 68پیسے سے کم ہو کر 164روپے 68پیسے کر دی گئی ہے جبکہ پیٹرول کی قیمت282روپے فی لٹر برقرار رہے گی ، نئی قیمتوں کا اطلاق یکم مئی سے 15مئی تک کیلئےہے۔,270.0,258.0,0.0,0.3,0.4,0.2,0.1,0.1,0.65,0.15,0.05,0.05,0.3,0.5,0.2,0.0,0.0,0.55,0.35,0.1,0.0,0.0,1.1,1.4500000000000002,-0.1,0.7
