,date,link,inner_html,word_count,petrol,hsd,multilingual (Very positive),multilingual (Positive),multilingual (Neutral),multilingual (Negative),multilingual (Very negative),headline,openai_headline_very_positive,openai_headline_positive,openai_headline_neutral,openai_headline_negative,openai_headline_very_negative,openai_text_very_positive,openai_text_positive,openai_text_neutral,openai_text_negative,openai_text_very_negative
31,2023-09-01,https://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1110431956&Issue=NP_LHE&Date=20230901,"لیوی بڑھا کر 60 روپے پر لیٹر کر دی گئی، پیٹرول 14.91، ہائی سپیڈ ڈیزل
18.44 روپے 10 لاکھ ڈالر زرم، سٹاک مارکیٹ میں 1 کھرب 79 ارب 82 کروڑ ڈوب گئے، انڈیکس
1242.14 پوائنٹس کمی سے 45002.42 پر بند
اسلام آباد، کراچی (ارشاد انصاری، احتشام مفتی، شاف رپورٹز، بزنس رپور) ملکی تاریخ میں پہلی بار پٹرول،
ڈیزل اور ڈالر نے ایک ساتھ ٹرپل سینچری عبور کرلی، نگران حکومت کی طرف سے گزشتہ رات پیٹرول 14.91
روپے، ہائی سپیڈ ڈیزل 18.44 روپے فی لیٹر مہنگا کر دیا گیا، نگران حکومت نے آئی ایم ایف کی ایک اور شرط بھی
پوری کر دی، پیٹرول پر ڈویلپمنٹ لیوی بڑھا کر 60 روپے فی لیٹر کر دی، اسی طرح ڈیزل پر 50 روپے فی لیٹر لیوی
کر دی گئی، اس سال عوام سے پیٹرولیم لیوی کی مد میں 869 ارب روپے وصول کئے جائیں گے۔ نئی قیمتوں کا
اطلاق فوری طور پر کر دیا گیا ہے جو اگلے پندرہ روز تک لاگو رہیں گی۔ پٹرولیم قیمتوں میں اضافے کے بعد پیٹرول
قیمت 290.45 روپے فی لیٹر سے بڑھ کر 305.36 روپے فی لیٹر جبکہ ہائی سپیڈ ڈیزل کی قیمت 293.40
روپے فی لیٹر سے بڑھ کر 311.84 روپے فی لیٹر ہو گئی ہے۔ اوپن مارکیٹ میں پیٹرولیم مصنوعات کی قیمتوں میں
18.44 روپے فی لیٹر تک اضافہ کر دیا ہے، یہ ملکی تاریخ کی بلند ترین سطح پر پہنچ گئی ہیں۔ اسی طرح ملکی تاریخ میں
انٹر بینک ریٹ 305 روپے اور اوپن مارکیٹ میں 323 روپے پر ڈالر اپنی بلند ترین سطح پر پہنچ گیا، انٹر بینک
ڈالر 323 روپے کی بلند ترین سطح پر آگیا۔ انٹر بینک مارکیٹ میں کاروباری دورانیے کے دوران ڈالر کی قدر ایک
موقع پر 1 روپے 36 پیسے کے اضافے سے 305 روپے 80 پیسے کی سطح پر بھی آئی تھی تاہم کاروبار کے اختتام
پر 1 روپے انٹر بینک ریٹ 09 پیسے اضافے سے 305 روپے 53 پیسے کی نئی بلند ترین سطح پر بند ہوا اس
اوپن مارکیٹ میں ڈالر کی قدر 3 روپے 50 پیسے کے اضافے سے 323 روپے کی بلند سطح پر بند ہوا، اس
طرح سے انٹر بینک اور اوپن مارکیٹ کے درمیان ڈالر کی قدر کا فرق بڑھ کر 17 روپے 47 پیسے ہو گیا۔ مارکیٹ
ذرائع کا کہنا ہے زر مبادلہ کے ذخائر میں کمی کے سبب فارن کرنسی سمگلنگ مبینہ طور پر جاری ہے جس پر قابو پانے
کے لیے حکومتی ممالک سے حوالہ ہنڈی آپریٹرز سرگرمیوں کے اوراک کے لیے مطلوبہ اقدامات بروئے کار
لانے کی ضرورت ہے۔ ذرائع کا کہنا ہے کہ زر مبادلہ میں بائیو میٹرک اور دیگر ضروری تفصیلات بتائے بغیر
بینکوں سے پندرہ سے سولہ ارب ڈالر سالانہ تجارتی سرگرمیوں پر ڈالر فروخت بھی کیے جاسکتے ہیں پاکستان کو رواں
مالی سال پندرہ سے سولہ ارب ڈالر کی ضرورت ہے 15 سے 16 ارب ڈالر کی ضرورت ہے، زر مبادلہ میں کمی کی
وجہ سے بینکوں کو اب درآمدی اشیا کے لیے ضروری ڈالر نہیں ہیں۔ امپورٹرز کو اب نئے آرڈر کی بکنگ پر ڈالر نہیں
ملتے، کچن کے استعمالی بالوں پر مصنوعات کو اب درآمدی اشیا کے لیے ڈالر نہیں ملتے۔ کچن کے استعمالی بالوں پر
مصنوعات میں درآمدات کے لیے ڈالر نہیں ملتے، بجلی کے اضافی بلوں پر عوام اور تاجروں کے شدید رد عمل کی
وجہ سے سٹاک ایکسچینج میں 46000 پوائنٹس کی نفسیاتی سطح بھی گر گئی۔ 79.07 فیصد حصص کی قیمتیں
گر گئیں جبکہ سرمایہ کاروں کے 1 کھرب 79 ارب 82 کروڑ 65 لاکھ 53 ہزار 917 روپے ڈوب گئے۔ کاروباری
دورانیے میں ایک موقع پر 114 پوائنٹس کی تیزی بھی رہی لیکن سرمایہ کاری کے تمام شعبوں نے بڑھتی ہوئی
مایوسی کی وجہ سے حصص فروخت کر کے مارکیٹ سے سرمائے کے انخلا پر توجہ مرکوز کی جس سے جاری تیزی ایک
موقع پر 1784 پوائنٹس کی بڑی نوعیت کی مندی میں بھی تبدیل ہوئی۔ تاہم اختتامی لمحات میں بعض شعبوں میں
100 فیصد قیمتوں پر دوبارہ خریداری سرگرمیاں بڑھنے سے مندی کی شدت میں کمی واقع ہوئی نتیجتاً کے انڈیکس
1242.14 پوائنٹس کی کمی سے 45002.42 پوائنٹس کی سطح پر بند ہوا۔ کاروباری حجم ہدف کی نسبت
43.46 فیصد رہا اور 28 کروڑ 73 لاکھ 56 ہزار 194 حصص کے سودے ہوئے۔ جبکہ
325 کمپنیوں کے کاروبار کا دائرہ کار 194 حصص تک محدود رہا۔ ماہرین کا کہنا ہے کہ نگران حکومت کو مزید
سختیاں کرنی ہونگی اور آئی ایم ایف سے من وعن عمل درآمد سب شعبے متاثر ہیں۔ جبکہ برآمدی صنعتوں کو
خام مال کی عدم دستیابی کی وجہ سے اپنی پیداواری سرگرمیاں بند کر چکی ہیں جبکہ برآمدی صنعتوں کو
پیداواری عمل بھی بری طرح متاثر ہے۔ نگران حکومت کے پاس عوام اور تاجروں کو ریلیف دینے کے لیے کوئی
فیسکل اسپیس دستیاب نہیں ہے، علاوہ ازیں بین الاقوامی بلین مارکیٹ میں فی اونس سونے کی قیمت 7 ڈالر بڑھ کر
1945 ڈالر کی سطح پر آنے کے باعث، مقامی صرافہ مارکیٹوں میں جمعرات کو بھی فی تولہ اور فی دس گرام سونے کی
قیمتوں میں بالترتیب 3400 روپے اور 2915 روپے کا اضافہ ہو گیا ہے قیمتیں میں کراچی حیدر آباد
ملتان لاہور فیصل آباد راولپنڈی پشاور میں فی تولہ سونے کی قیمت بڑھ کر 2 لاکھ 39 ہزار 800 روپے ہو
اور فی دس گرام سونے کی قیمت بڑھ کر 205590 روپے کی سطح پر آگئی۔ اسی طرح فی تولہ چاندی کی قیمت 50 روپے
کے اضافے سے 2900 روپے اور فی دس گرام چاندی کی قیمت بھی 42.87 روپے کے اضافے سے
2486.28 روپے ہو گئی۔ روپے کی قدر میں کمی کے ساتھ ساتھ زر مبادلہ کے ذخائر میں گراوٹ کا سلسلہ بھی
جاری ہے اور ایک ہفتے کے دوران سرکاری زر مبادلہ کے ذخائر میں 8 کروڑ ڈالر کی کمی واقع ہوئی ہے۔ سٹیٹ
بینک کے اعداد و شمار کے مطابق 25 اگست کو ختم ہونے والے ہفتے کو ملک کے کل زر مبادلہ کے ذخائر
17 ارب 11 کروڑ ڈالر کی سطح پر ریکارڈ کیے گئے، اس دوران مرکزی بینک کے ذخائر 8 کروڑ 10 لاکھ ڈالر کی
کی سطح پر ریکارڈ کیے گئے جبکہ کمرشل بینکوں کے ذخائر 84 کروڑ 32 ارب 18 کروڑ 18 لاکھ
ڈالر کی سطح پر ریکارڈ کیے گئے.
",1069.0,290.45,293.4,0.1927453428506851,0.2042078226804733,0.204014390707016,0.2086069285869598,0.1904255598783493,"انٹر بینک میں ڈالر 230.536 روپے پیٹرول 305.36 روپے ڈیزل 311.84 روپے 23400 تولہ مہنگا
ڈالر، پٹرول و ڈیزل کی بھی ٹریپل
سینچری
اسٹاک
مارکیٹ
کریکشن
",0.0,0.05,0.2,0.4,0.35,0.0,0.02,0.1,0.45,0.43
32,2023-08-16,https://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1110391702&Issue=NP_LHE&Date=20230816,"پٹرول کی قیمت 272.95 روپے فی لٹر، ہائی سپیڈ ڈیزل کی قیمت 273.40 روپے سے
290.45 روپے سے بڑھ کر 290.45 روپے فی لٹر، ہائی سپیڈ ڈیزل کی قیمت 273.40 روپے سے
293.40 روپے فی لٹر ہوگئی
بڑھ کر 293.40 روپے فی لٹر ہوگئی
ایل پی جی گھریلو سلنڈر 2495 روپے، کمرشل سلنڈر 9580 روپے کی بجائے
2615 روپے، 10030 روپے میں فروخت، دو روز میں 20 روپے اضافہ
اسلام آباد (ارشاد انصاری) نگران حکومت کا عوام کو پہلا تحفہ، ذمہ داریاں سنبھالنے کے ایک دن بعد ہی
پیٹرولیم مصنوعات کی قیمتوں میں 20 روپے فی لٹر تک اضافہ کی سلامی دیدی۔ پٹرول ساڑھے 17 روپے فی لٹر
جبکہ ہائی سپیڈ ڈیزل 20 روپے فی لٹر مہنگا کر دیا گیا، وزارت خزانہ کی جانب سے جاری کردہ اعلامیہ کے مطابق
پٹرولیم مصنوعات کی نئی قیمتیں اگلے 15 روز تک نافذ رہیں گی۔ نگران حکومت کی جانب سے پیٹرولیم مصنوعات
کی قیمتوں میں کئے جانیوالے اضافے کے بعد پیٹرول کی قیمت 272.95 روپے سے بڑھ کر 290.45 روپے فی
لٹر جبکہ ہائی سپیڈ ڈیزل کی قیمت 273.40 روپے سے بڑھ کر 293.40 روپے فی لٹر ہوگئی، لاہور سے ان این
آئی کے مطابق مارکیٹنگ کمپنیوں نے ایل پی جی کی قیمت میں 10 روپے کلو اضافہ کر دیا، ایل پی جی ڈسٹری بیوٹرز
ایسوسی ایشن کے چیئرمین عرفان کھوکھر کے مطابق دو روز میں فی کلو قیمت میں 20 روپے اضافہ ہوا ہے جس
کے بعد قیمت 220 روپے فی کلو تک پہنچ گئی ہے، گھریلو سلنڈر 2495 روپے کی بجائے 2615 روپے اور
کمرشل سلنڈر 9580 روپے کی بجائے 10030 روپے میں فروخت ہو رہا ہے۔
",260.0,272.95,273.4,0.1936737447977066,0.1938783228397369,0.2158847898244857,0.2043389827013015,0.1922240555286407,"پٹرول مصنوعات کی قیمتیں اگلے 15 دنوں کیلئے برقرار ، ڈیزل اور مٹی کا تیل 10 روپے مہنگا
نگران حکومت کا پہلا تحفہ ، پٹرول 17.5 اور ڈیزل 20 روپے مہنگا
",0.0,0.01,0.05,0.55,0.39,0.0,0.01,0.1,0.55,0.34
33,2023-08-02,https://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1110358529&Issue=NP_LHE&Date=20230802,"اسلام آباد (آن لائن) تحریک انصاف کے وائس چیئرمین شاہ محمود قریشی نے پٹرول کی قیمتوں میں ہوشربا
اضافے پر حکومت کو شدید تنقید کا نشانہ بناتے ہوئے کہا ہے کہ اپریل 2022 سے عوام مسلسل مہنگائی کے
عذاب کا سامنا کر رہے ہیں۔ سفید پوش افراد کی کمر ٹوٹ چکی ہے۔ پٹرول کی قیمت میں مزید 20 روپے اضافہ کر
کے امپورٹڈ حکومت نے جاتے جاتے عوام کو مزید بوجھ تلے دبا دیا ہے۔ نااہل امپورٹڈ حکمرانوں کے اس ٹولے کا
اقتدار میں آنے کا واحد مقصد اپنے کرپشن کیسز کا خاتمہ تھا ۔
",114.0,253.0,253.5,0.2420866787433624,0.2218028604984283,0.1903824508190155,0.2047861963510513,0.1409418284893036,20 روپے پٹرول مہنگا کرکے حکومت نے عوام کو مزید بوجھ تلے دبایا: شاہ محمود قریشی,0.0,0.02,0.05,0.6,0.33,0.0,0.01,0.02,0.5,0.47
34,2023-07-16,https://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1110316849&Issue=NP_LHE&Date=20230716,"وزیر خزانہ کے اعلان کے بعد پیٹرول کی نئی قیمت 253 روپے اور ہائی سپیڈ ڈیزل کی 50.253 روپے فی
لیٹر ہوگئی، نئی قیمتوں کا اطلاق آج رات 12 بجے سے کر دیا گیا
نئی قیمتیں 31 جولائی تک مؤثر رہیں گی، روپے کی قدر میں بہتری کے بعد کچھ تلافی کر رہے، آئی ایم ایف سے
طے شدہ پیٹرولیم لیوی میں کوئی تبدیلی نہیں کر رہے، اسحاق ڈار
اسلام آباد (ارشاد انصاری) وفاقی حکومت نے پیٹرولیم مصنوعات کی قیمتوں میں 9 روپے فی لیٹر تک کی کر دی
ہے۔ نئی قیمتوں کا اطلاق آج رات 12 بجے سے کر دیا گیا ہے جو اگلے 15 روز تک لاگو رہیں گی۔ وزیر خزانہ اسحاق
ڈار نے پیٹرولیم قیمتوں میں کمی کا اعلان کرتے ہوئے بتایا کہ پیٹرول کی قیمت میں 9 روپے اور ہائی سپیڈ ڈیزل کی
قیمت میں سات روپے فی لیٹر کمی کی گئی ہے۔ قیمتوں میں کمی کے بعد پیٹرول کی نئی قیمت 253 روپے فی لیٹر
اور ہائی سپیڈ ڈیزل کی 253.50 روپے فی لیٹر ہوگئی ہے۔ انہوں نے بتایا کہ 16 جولائی سے 31 جولائی تک کی
پیٹرولیم مصنوعات کی قیمتوں میں ردوبدل واجب تھا۔ اس حوالے سے بین الاقوامی مارکیٹ میں پچھلے 15 روز کے
دوران ایک آئٹم میں کچھ کمی واقع ہوئی ہے لیکن دوسری آئٹم میں اضافہ ہوا ہے۔ وزیر خزانہ کا کہنا تھا جس آئٹم
میں اضافہ ہوا ہے ہم نے اس کو پاکستانی روپے میں بہتری کی وجہ سے کچھ تلافی کرنے کی کوشش کی ہے، یکم جولائی
کو پیٹرولیم لیوی جو کہ آئی ایم ایف سے طے تھا اس میں مزید کوئی تبدیلی نہیں کر رہے۔
",279.0,262.0,260.5,0.1726300567388534,0.1966340243816375,0.2182049602270126,0.2203673124313354,0.1921636164188385,"پروائی کی قیمت میں 9 بائی سپیڈ پیزل 7 روپے فی لیٹر کا اعلان
",0.0,0.05,0.7,0.15,0.1,0.2,0.5,0.2,0.05,0.05
35,2023-07-02,https://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1110282248&Issue=NP_LHE&Date=20230702,"11.8 کلو سلینڈر 2321 سے کم ہو کر 2092.13 روپے ہو گا، نوٹیفیکیشن، پیٹرول کی قیمت 15 جولائی تک
برقرار ، وزیر خزانہ
بجلی، گیس قیمتوں میں IMF ایگزیکٹو بورڈاجلاس سے قبل اضافے کا امکان ،بجلی کے ٹیرف میں 4 روپے یونٹ
اضافہ متوقع، ذرائع
اسلام آباد (ارشاد انصاری سے) وفاقی حکومت کا بڑی عید کے موقع پر عوام کیلئے بڑا ریلیف ایل پی جی قیمتوں میں
19.45 روپے فی کلو گرام تک کمی کر دی گئی، نئی قیمتوں کا اطلاق یکم جولائی سے کر دیا گیا، اس حوالے سے آئل اینڈ
گیس ریگولیٹری اتھارٹی (اوگرا) نے ایل پی جی کی قیمتوں میں کمی کا نوٹیفیکیشن جاری کر دیا جس میں بتایا گیا ہے کہ یکم
جولائی سے صارفین کیلئے ایل پی جی کی قیمتوں میں 19.45 روپے فی کلو گرام تک کمی کر دی گئی ، صارفین کیلئے
11.8 کلو گرام کے ایل پی جی سلینڈر کی 2321.67 قیمت روپے سے کم کر کے 2092.13 روپے کر دی گئی،
پروڈیسر سرپلس کے ساتھ ساتھ ایل پی جی کی پروڈیسر سرپلس میں بھی 19.45 روپے فی کلو گرام تک کمی کی گئی
، پروڈیوسر سرپلس کیلئے 11.8 کلو گرام کے ایل پی جی سلینڈر کی 1834.33 قیمت روپے سے کم کر کے 1604.79
روپے کر دی گئی، وفاقی حکومت نے اگلے 15 روز کیلئے پیٹرول کی موجودہ قیمتیں برقرار رکھنے کا اعلان کر دیا تاہم
ڈیزل کی قیمت میں ساڑھے سات روپے فی لیٹر اضافہ کر دیا گیا، نئی قیمتوں کا اطلاق یکم جولائی سے کیا گیا ہے جو 15
جولائی تک لاگو رہیں گی، وفاقی وزیر خزانہ اسحاق ڈار نے ویڈیو پیغام کے ذریعے پیٹرولیم مصنوعات کی نئی قیمتوں کا
اعلان کیا، وزیر خزانہ کا کہنا تھا پیٹرول کی قیمت میں کسی قسم کا اضافہ نہیں کیا گیا اور اس کی قیمت برقرار رہے گی جبکہ
عالمی منڈی میں تیل کی قیمت میں کافی اضافہ ہوا ہے، اس لئے ڈیزل کی قیمت میں ساڑھے سات روپے فی لیٹر کا
اضافہ کیا جارہا ہے ، دریں اثناء پاکستان اور آئی ایم ایف کے درمیان معاہدے کے بعد شرائط کے تحت بجلی مزید
ہونے کا خدشہ ہے، اس کے ساتھ ہی گیس بھی مہنگی ہونے کا امکان ہے ، پیٹرول پر پیٹرولیم لیوی میں پانچ روپے
فی لیٹر اضافہ کر دیا گیا، ذرائع کے مطابق بجلی اور گیس کی قیمتوں میں آئی ایم ایف ایگزیکٹو بورڈاجلاس سے قبل
اضافے کا امکان ہے ، اس لیے بجلی کے بنیادی ٹیرف میں تقریباً4 روپے فی یونٹ تک مزید اضافے کا امکان ہے
جس کی منظوری وفاقی کابینہ سے لی جائے گی۔
",426.0,262.0,253.0,0.1915667802095413,0.2065050452947616,0.2115994840860366,0.2083809971809387,0.1819477528333664,"19.45LPG
19 روپے کلو سستی ڈیزل ساڑھے پانچ روپے فی لیٹر مہنگا پیٹرول کی قیمتیں برقرار
",0.0,0.05,0.1,0.6,0.25,0.1,0.3,0.25,0.2,0.15
36,2023-06-16,https://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1110248886&Issue=NP_LHE&Date=20230616,"عالمی منڈی میں تیل تھوڑا مہنگا ہوا، پاکستان میں قیمتیں برقرار رہیں گی: ڈار
اسلام آباد (خصوصی رپورٹر) وفاقی حکومت نے اگلے پندرہ روز کیلئے پٹرولیم مصنوعات کی قیمتیں برقرار رکھنے کا
اعلان کر دیا ہے۔ وفاقی وزیر خزانہ اسحاق ڈار نے رات اپنے ویڈیوپ عام میں کہا وفاقی حکومت نے پٹرول، ڈیزل
اور دیگر مصنوعات کی قیمتیں برقرار رکھنے کا فیصلہ کیا ہے۔ جس کا اطلاق آج سے ہو گا۔ عالمی منڈی میں گیس اور
تیل کی قیمتوں میں تھوڑا سا اضافہ ہوا ہے اور میڈیا نے رپورٹ کیا کہ ڈیزل کی قیمت میں ساڑھے 3 روپے کا
اضافہ اور پٹرول کی قیمت میں چند پیسوں کی کمی ہو گی، میں حیران ہوں کہ میڈیا کو پتہ نہیں یہ خبریں کیسے ملیں
وفاقی حکومت کے اعلان کے بعد پٹرول کی فی لٹر قیمت 262 روپے اور ڈیزل کی قیمت 253 روپے فی لٹر برقرار
رہے گی جبکہ مٹی کے تیل کی قیمت 164 روپے 7 پیسے فی لٹر اورلائٹ ڈیزل آئل کی قیمت 147 روپے 68
پیسے فی لٹر برقرار رہے گی۔
",190.0,262.0,253.0,0.0753412842750549,0.1854740232229232,0.4637475907802582,0.2056542485952377,0.0697829127311706,پٹرولیم مصنوعات کی قیمتیں آئندہ 15 روز کیلئے برقرار,0.0,0.1,0.7,0.15,0.05,0.0,0.1,0.5,0.3,0.1
37,2023-06-01,https://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1110212074&Issue=NP_LHE&Date=20230601,"ہائی سپیڈ کی نئی قیمت 253 فی لیٹر، لائٹ ڈیزل آئل کی قیمت پانچ روپے فی لیٹر کی کمی کیساتھ 147 روپے 68 پیسے
ہو گی
مٹی کے تیل کی قیمت میں کوئی تبدیلی نہیں کی گئی، عالمی مارکیٹ میں قیمتیں کم نہیں ہوئیں پھر بھی گنجائش نکالی،
وزیر خزانہ
اسلام آباد (ارشاد انصاری سے، اے پی پی) حکومت نے پیٹرولیم مصنوعات کی قیمتوں میں پانچ روپے سے آٹھ
روپے فی لیٹر تک کی کمی کر دی، نئی قیمتوں کا اطلاق ہو گیا۔ وزیر خزانہ اسحاق ڈار نے ویڈیو پیغام میں پیٹرولیم
مصنوعات کی قیمتوں میں کمی کی تفصیلات سے آگاہ کرتے ہوئے بتایا کہ اگلے پندرہ دن کے لیے ہائی سپیڈ ڈیزل کی
قیمت میں 5 روپے کی کمی کی گئی، جو 258 روپے فی لیٹر سے 253 روپے فی لیٹر ہو گا۔ پیٹرول کی قیمت 8 روپے کی کمی
کی گئی ہے جس کی نئی قیمت 270 روپے سے کم ہو کر 262 روپے فی لیٹر ہو گئی ہے، اسی طرح لائٹ ڈیزل آئل کی
قیمت پانچ روپے فی لیٹر کی کمی کے ساتھ 152.68 روپے سے کم ہو کر 147 روپے 68 پیسے فی لیٹر ہو گی جبکہ
مٹی کے تیل کی قیمت میں کوئی ردوبدل نہیں کی گئی۔ وزیر خزانہ نے کہا کہ پچھلے پندرہ دن میں عالمی مارکیٹ میں
قیمتیں کم نہیں ہوئیں اور نہ ہی ڈالر کے مقابلے میں روپے کی قدر میں کوئی بہتری آئی ہے، اس کے باوجود ہم نے
عوام کے لیے فیصلہ کیا کہ اس کے لیے گنجائش نکالی جا سکتی ہے۔
",255.0,270.0,258.0,0.1409529447555542,0.1720121204853058,0.2653542459011078,0.2530793845653534,0.16860131919384,"پیٹرول 8 روپے اور ڈیزل 262 روپے کا ہو گیا، ڈیزل کی قیمت میں 5 روپے کمی
",0.0,0.1,0.4,0.3,0.2,0.1,0.6,0.2,0.05,0.05
38,2023-05-16,https://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1110171091&Issue=NP_LHE&Date=20230516,"مٹی کا تیل اور لائٹ ڈیزل بھی 12 روپے فی لٹر کم، پٹرول 270، ڈیزل 258، مٹی کا تیل 164 اور لائٹ ڈیزل
152 روپے فی لیٹر ہوگیا
اسلام آباد (ارشاد انصاری ، مانیٹرنگ ڈیسک) وفاقی حکومت نے عوام کو بڑا ریلیف دیتے ہوئے آئندہ 15روز کیلئے
پٹرولیم مصنوعات کی قیمتوں میں بارہ روپے سے تیس روپے فی لیٹر تک کی کمی کر دی ہے ، قیمتوں کا اطلاق کر دیا گیا
ہے۔ حکومت نے پٹرول کی قیمت میں 12 روپے فی لیٹر کمی کا اعلان کر دیا ۔ وفاقی وزیر خزانہ اسحاق ڈار نے کہا ہے
کہ مٹی کا تیل اور لائٹ ڈیزل پر بھی 12 روپے فی لیٹر جبکہ ہائی سپیڈ ڈیزل کی قیمت میں 30 روپے لیٹر کی کمی کی گئی ہے
۔ حکومت کی جانب سے پٹرول کی قیمت میں فی لیٹر کی کمی کے بعد نئی قیمت اب 270 روپے ہو گی۔ ہائی سپیڈ ڈیزل
میں 30 روپے کی کمی کے بعد اب نئی قیمت 258 روپے فی لیٹر ہوگی۔ وزیر خزانہ نے بتایا ہے کہ مٹی کا تیل اب
12 روپے کمی کے بعد 164.07 روپے اور لائٹ ڈیزل آئل کی قیمت 12 روپے کی کمی کے بعد 152.69 روپے
فی لیٹر ہو جائے گی۔ پٹرول اور ڈیزل کی قیمتوں میں کمی کے بعد اسحاق ڈار نے ٹرانسپورٹرز سے کرایوں میں کمی کی
اپیل ہے ۔ دوسری جانب وزارت خزانہ نے پٹرولیم مصنوعات کی نئی قیمتوں کا نوٹیفکیشن جاری کر دیا ہے ۔ پٹرولیم
مصنوعات کی نئی قیمتوں کا اطلاق آج سے کر دیا گیا ہے ۔ اسحاق ڈار کا کہنا ہے امید ہے پٹرول اور ڈیزل کی قیمتوں
میں کمی سے دیگر اشیاء کی قیمتوں میں بھی کمی ہو گی لہذا ٹرانسپورٹرز سے بھی گزارش ہے کہ اب کرایوں میں کمی کی جائے
",282.0,282.0,288.0,0.1985055059194564,0.1962252557277679,0.2096291035413742,0.201663538813591,0.1939766258001327,"عوام کو ایلف ۳۰ دسمبر اور ۱۲ اپریل کی فہرستاں
",0.0,0.05,0.9,0.03,0.02,0.1,0.75,0.1,0.04,0.01
39,2023-05-01,https://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1110133257&Issue=NP_LHE&Date=20230501,"لائٹ ڈیزل آئل کی قیمت میں بھی 10 روپے فی لیٹر کمی، ہائی سپیڈ ڈیزل کی نئی قیمت 293 روپے فی لیٹر سے کم کر کے
288 روپے
مٹی کے تیل کی قیمت 186.07 روپے سے کم کر کے 176.07، لائٹ ڈیزل کی 164.68 روپے فی لیٹر مقرر،
نئی قیمتیں رات سے نافذ
اسلام آباد (ارشاد انصاری سے) وفاقی حکومت نے اگلے 15 روز کیلئے پیٹرولیم مصنوعات کی نئی قیمتوں کا اعلان
کر دیا ہے۔ وزارت خزانہ کی جانب سے جاری کردہ اعلامیہ کے مطابق پیٹرول کی قیمت برقرار رکھی گئی ہے جبکہ ہائی
سپیڈ ڈیزل کی قیمت میں پانچ روپے، مٹی کے تیل اور لائٹ ڈیزل آئل کی قیمتوں میں 10 ، 10 روپے فی لیٹر کمی
کر دی گئی ہے۔ نوٹیفیکیشن کے مطابق ہائی سپیڈ ڈیزل کی قیمت 293 روپے فی لیٹر سے کم کر کے 288 روپے، مٹی
کے تیل کی قیمت 186.07 روپے سے کم کر کے 176.07 روپے فی لیٹر جبکہ لائٹ ڈیزل آئل کی قیمت
174.68 روپے فی لیٹر سے کم کر کے 164.68 روپے فی لیٹر کر دی گئی ہے۔ قیمتوں کا اطلاق آج سے ہو گیا،
نئی قیمتیں اگلے پندرہ روز تک لاگو رہیں گی۔
",197.0,282.0,293.0,0.0826600417494773,0.2200077474117279,0.3320839703083038,0.2467873394489288,0.1184608489274978,"پٹرول کی قیمت براہی سپیڈ ڈیزل کی قیمت سے 5 روپے 10 پیسے سستا
",0.0,0.15,0.7,0.1,0.05,0.1,0.65,0.15,0.05,0.05
40,2023-04-16,https://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1110099732&Issue=NP_LHE&Date=20230416,"ہائیر سپیڈ لائیٹ ڈیزل کی قیمت پر برقرار، نئی قیمتوں کا اطلاق ہو گیا، اسحاق ڈار
اسلام آباد (ارشاد انصاری سے) وفاقی حکومت نے آئندہ 15 روز کیلئے پیٹرول کی قیمت میں 10 روپے اضافے کا
اعلان کر دیا ہے۔ وفاقی وزیر خزانہ اسحاق ڈار نے اپنے ویڈیوپام میں کہا کہ پیٹرول کی قیمت 10 روپے فی لیٹر
اضافہ کے بعد 272 روپے سے بڑھ کر 282 روپے ہو گئی ہے۔ مٹی کا تیل بھی 5 روپے 78 پیسے فی لیٹر مہنگا کیا
گیا ہے۔ جس کے بعد نئی قیمت 186 روپے 7 پیسے فی لیٹر ہو گئی۔ ہائی سپیڈ اور لائیٹ ڈیزل کی قیمتیں بغیر کسی
ردوبدل کے برقرار ہیں۔
",129.0,272.0,293.0,0.0986263826489448,0.145324558019638,0.4411127269268036,0.2280856966972351,0.0868506953120231,پیٹرول 10 روپے، مٹی کا تیل پونے 6 روپے فی لیٹر مہنگا,0.0,0.01,0.1,0.55,0.34,0.0,0.01,0.1,0.59,0.3
