,Unnamed: 0,date,link,inner_html,word_count,petrol,hsd,headline,openai_headline_very_positive,openai_headline_positive,openai_headline_neutral,openai_headline_negative,openai_headline_very_negative,openai_text_very_positive,openai_text_positive,openai_text_neutral,openai_text_negative,openai_text_very_negative,gemini_headline_very_positive,gemini_headline_positive,gemini_headline_neutral,gemini_headline_negative,gemini_headline_very_negative,gemini_text_very_positive,gemini_text_positive,gemini_text_neutral,gemini_text_negative,gemini_text_very_negative,gemini_headline_overall_sentiment,gemini_text_overall_sentiment,openai_headline_overall_sentiment,openai_text_overall_sentiment
69,69,2022-02-16,https://e.dunya.com.pk/detail.php?date=2022-02-16&edition=KCH&id=5959480_49442407,"پٹرول 147 روپے 83 پیسے سے بڑھ کر 159 روپے 86 پیسے، ہائی سپیڈ ڈیزل 144 روپے 62 پیسے سے بڑھ کر 154.15 روپے لیٹر ہوگیا، مٹی کے تیل کی قیمت میں
10 روپے 08 پیسے اضافہ
لائٹ ڈیزل 9 روپے 43 پیسے مہنگا، قیمت 114 روپے 54 پیسے سے بڑھ کر 123 روپے 97 پیسے لٹر ہوگئی، وزارت خزانہ نے نوٹیفکیشن جاری کر دیا، نئی قیمتوں کا اطلاق رات
12 بجے سے ہو گیا
اسلام آباد (نمائندہ دنیا، دنیا نیوز، مانیٹرنگ ڈیسک) وفاقی حکومت نے ایک مرتبہ پھر پٹرولیم مصنوعات کی قیمتوں میں اضافہ کر دیا جس کے بعد ملک میں قیمتیں بلند ترین سطح پر پہنچ گئیں ۔ وزارت
خزانہ کی طرف سے نوٹیفکیشن جاری کر دیا گیا جس کے مطابق پٹرول کی قیمت میں فی لٹر 12 روپے 3
پیسے کا اضافہ کیا جس کے بعد اس کی قیمت 147 روپے 83 پیسے سے بڑھ کر 159 روپے 86
پیسے ہوگئی ۔ نوٹیفکیشن کے مطابق ہائی سپیڈ ڈیزل کی قیمت میں 9 روپے 53 پیسے کا اضافہ ہوا جس کے
بعد نئی قیمت 144 روپے 62 پیسے سے بڑھ کر 154 روپے 15 پیسے ہوگئی۔ مٹی کے تیل کی قیمت
میں 10.08 روپے کا اضافہ کیا گیا اور نئی قیمت 116 روپے 48 پیسے سے بڑھ کر 126.56
روپے ہوگئی ۔ لائٹ ڈیزل کی قیمت میں بھی 9 روپے 43 پیسے کا اضافہ کر دیا گیا جس کی قیمت 114
روپے 54 پیسے سے بڑھ کر 123 روپے 97 پیسے لٹر ہوگئی۔ اگلے 15 روز کیلئے پٹرولیم مصنوعات کی
نئی قیمتوں کا اطلاق رات 12 بجے سے ہو گیا۔ اس سے قبل اوگرا کی سمری میں 12 روپے 3 پیسے فی لٹر
اضافے کی تجویز وزیر اعظم آفس کو موصول ہوئی تھی ۔ یہ تجویز آئی ایم ایف کی شرائط کے مطابق دی گئی
تھی ۔ ذرائع کے مطابق وزیر اعظم عمران خان نے پٹرول کی قیمتوں میں اضافے کی سمری نظر ثانی کے
لئے وزارت خزانہ کو واپس بھیج دی تھی ۔ وزیر اعظم عمران خان نے کہا تھا پٹرول کی قیمتوں میں اتنا اضافہ",321.0,159.86,154.15,پٹرول 12.03 روپے، ہائی سپیڈ ڈیزل 9.53 روپے مہنگا,0.0,0.05,0.1,0.6,0.25,0.0,0.01,0.15,0.5,0.34,0.0,0.0,0.1,0.6,0.3,0.0,0.0,0.35,0.55,0.1,-1.2,-0.75,-1.05,-1.1700000000000002
70,70,2022-02-01,https://e.dunya.com.pk/detail.php?date=2022-02-01&edition=KCH&id=5939919_96011557,"موجودہ قیمتیں برقرار رہیں گی
30 ارب کا بوجھ سرکار برداشت کرے گی
وزارت خزانہ، نوٹیفکیشن جاری
پیٹرول 14، ڈیزل 11 روپے مہنگا کرنے کی سمری بھیجی تھی، حکومت قیمتیں برقرار
رکھے گی
بلدیاتی الیکشن کے دوسرے مرحلے کیلئے کارکنوں کو متحرک کریں، وزیراعظم و وزیراعلیٰ خیبر
پختونخوا کو ہدایت
نواب آف بہاولپور کے بیٹے بہاول عباسی کی پی ٹی آئی میں شمولیت",704.0,147.83,144.62,پیٹرول مہنگا کرنے کا فیصلہ موخر,0.05,0.6,0.25,0.05,0.05,0.0,0.05,0.7,0.2,0.05,0.1,0.75,0.15,0.0,0.0,0.35,0.45,0.2,0.0,0.0,0.95,1.15,0.5499999999999999,-0.25
71,71,2022-01-16,https://e.dunya.com.pk/detail.php?date=2022-01-16&edition=KCH&id=5919607_30976318,"نوٹیفکیشن جاری کر دیا گیا
پیٹرول 147.83 روپے فی لٹر، ڈیزل 144.62 روپے فی لٹر، لائٹ ڈیزل
روپے فی لٹر اور مٹی کا تیل 116.48 روپے فی لٹر مقرر
قیمت 3.33 روپے فی لٹر بڑھا کر 114.54 روپے مقرر
وزیراعظم نے اگر تجویز مسترد کر دی، خام تیل 10 فیصد مہنگا، سیلز ٹیکس میں کمی سے
2.6 ارب روپے کم ہوگا، وزارت خزانہ
اسلام آباد، لاہور (نمائندگان دنیا، دنیا نیوز، مانیٹرنگ ڈیسک) وفاقی حکومت نے پیٹرول 3 روپے ایک
پیسے، ڈیزل اور مٹی کا تیل 3 روپے فی لٹر مہنگا کر دیا۔ وزارت خزانہ نے نوٹیفکیشن جاری کر دیا، پیٹرول کی
قیمت 3 روپے ایک پیسے کے اضافے سے 144 روپے 82 پیسے سے بڑھ کر 147 روپے 83 پیسے ہو گئی۔
ہائی سپیڈ ڈیزل کی قیمت 3 روپے کے اضافے سے 141 روپے 62 پیسے سے بڑھ کر 144 روپے 62
پیسے ہوگئی۔ مٹی کے تیل کی قیمت 3 روپے کے اضافے سے 113 روپے 48 پیسے سے بڑھ کر 116
روپے 48 پیسے ہو گئی۔ لائٹ ڈیزل کی قیمت 3 روپے 33 پیسے کے اضافے سے 111 روپے 21
پیسے سے بڑھ کر 114 روپے 54 پیسے ہو گئی۔ نوٹیفکیشن کے مطابق نئی قیمتوں کا اطلاق 16 جنوری سے
ہو گیا۔ 15 روز قبل بھی حکومت نے نئے سال پر پٹرولیم مصنوعات 4 روپے 15 پیسے تک مہنگی کر دی
تھیں۔ وزارت خزانہ نے کہا عالمی سطح پر پٹرولیم مصنوعات کی قیمتوں میں لگاتار اضافہ دیکھنے کو مل رہا ہے
اور عالمی مارکیٹ میں قیمت کی قدر میں گزشتہ ہفتے 6.2 فیصد کا اضافہ دیکھا گیا ہے، سیلز ٹیکس میں کمی کی
وجہ سے وزارت خزانہ کا 2.6 ارب روپے کا ریونیو کم ہوگا، حکومت نے صارفین کو ریلیف دینے کیلئے
پیٹرولیم مصنوعات کی قیمتوں میں جزوی اضافے کا فیصلہ کیا ہے۔ دوسری طرف ترجمان وزارت خزانہ مزمل
اسلم نے سماجی رابطے کی ویب سائٹ ٹوئٹر پر لکھا کہ ایک دفعہ پھر وزیراعظم نے اگر اس تجویز مسترد کر دی،
پچھلے 15 دن میں عالمی مارکیٹ میں خام تیل کی قیمت میں 10 فیصد اضافہ ہوا مگر حکومت نے صرف 2",290.0,147.83,144.62,پیٹرول 3.01، ڈیزل اور مٹی کا تیل 3 روپے فی لٹر مہنگا,0.0,0.05,0.1,0.5,0.35,0.0,0.05,0.1,0.4,0.45,0.0,0.0,0.15,0.65,0.2,0.0,0.05,0.55,0.35,0.05,-1.05,-0.3999999999999999,-1.15,-1.25
72,72,2022-01-01,https://e.dunya.com.pk/detail.php?date=2022-01-01&edition=KCH&id=5900004_92192192,"افراتفری اور مہنگائی کے دن میں اضافہ
پیٹرول 144.82 ،ہائی اسپیڈ ڈیزل 141.62 ،مٹی کا تیل 113.53 روپے پر لڑہو گیا
لائٹ ڈیزل کی قیمت 4.15 روپے بڑھا کر 111 روپے 6 پیسے مقرر
ایل پی جی 5.90 روپے کلوستی، گھریلو سلنڈر 69.63 روپے گھٹ کر 2 ہزار 320 روپے کا ہو گیا، نیپرا نے بجلی 99 پیسے فی یونٹ سستی کر نیکی منظوری دیدی
اسلام آباد (نامہ نگار ،دنیا نیوز ،مانیٹرنگ ڈیسک) نئے سال پر نئی قیمتوں کا اعلان ، پیٹرول ، ڈیزل
، مٹی کا تیل 3.95 روپے لیٹر مہنگا جبکہ ایل پی جی اور بجلی کے نرخوں میں کمی کر دی گئی ، وزارت خزانہ کے
نوٹیفکیشن کے مطابق پیٹرول کی قیمت 140.82 روپے سے بڑھا کر 144.82 روپے ،ہائی سپیڈ ڈیزل
کی قیمت 137.62 روپے سے بڑھا کر 141.62 روپے ،مٹی کے تیل کی قیمت 3 روپے 95 پیسے
بڑھا کر 113.53 روپے ، لائٹ ڈیزل کی قیمت 4 روپے 15 پیسے بڑھا کر 111 روپے 6 پیسے فی لٹر
مقرر کر دی گئی ، پٹرولیم مصنوعات کی قیمتوں کا اطلاق آئندہ 15 روز کیلئے رات 12 بجے سے
ہو گیا ۔ سرکاری اعلامیے کے مطابق وزیر اعظم نے پٹرولیم مصنوعات پر زیادہ سے زیادہ ریلیف دیا ، وزیر
اعظم نے صرف آئی ایم ایف سے طے شدہ 4 روپے لیوی میں اضافہ کیا ، پٹرولیم مصنوعات کی قیمتوں میں
اضافہ اوگرا کی سفارش کے مطابق نہیں کیا گیا ۔ دوسری طرف اوگرا نے جنوری کیلئے ایل پی جی کی فی کلو
قیمت میں 5 روپے 90 پیسے کی کمی کر دی۔ نوٹیفکیشن کے مطابق گھریلو سلنڈر کی قیمت میں 69 روپے
63 پیسے کی ہوگی ، جنوری کیلئے گھریلو سلنڈر کی قیمت 2 ہزار 320 روپے مقرر کر دی ہے ، دسمبر میں
قیمت 2 ہزار 390 روپے تھی۔ علاوہ ازیں نیشنل الیکٹرک پاور ریگولیٹری اتھارٹی (نیپرا) نے بجلی سستی
کرنے کی منظوری دے دی۔ ترجمان کے مطابق فی یونٹ 99 پیسے کی منظوری دی ہے جو اپریل سے
جون 2021 کی سہ ماہی ایڈجسٹمنٹ کی مد میں ہے ۔ ترجمان کا کہنا تھا کہ بجلی سستی کر نے کے فیصلے کا
اطلاق وفاقی حکومت کی منظوری کے بعد ہوگا اور اس صورت میں صارفین کو 22 ارب روپے کا ریلیف مل",330.0,144.82,141.62,نیا سال نئی قیمتیں، پیٹرول 4 روپے، ڈیزل 4 روپے 15 پیسے، مٹی کا تیل 3.95 روپے لیٹر مہنگا,0.0,0.05,0.1,0.45,0.4,0.05,0.1,0.2,0.35,0.3,0.0,0.0,0.1,0.45,0.45,0.0,0.25,0.1,0.45,0.2,-1.35,-0.6000000000000001,-1.2,-0.75
73,73,2021-12-16,https://e.dunya.com.pk/detail.php?date=2021-12-16&edition=KCH&id=5880676_62275904,"پٹرول 140.82، ہائی اسپیڈ ڈیزل 137.62، مٹی کا تیل 109.53، لائٹ
ڈیزل 107.06 روپے لیٹر ہو گیا
15 روز کیلئے اطلاق، یکم ستمبر کے بعد پہلی کمی ، اوگرا نے 10 روپے 30 پیسے فی لیٹر کمی کی
تجویر دی تھی، ذرائع",201.0,140.82,137.62,پیٹرولیم مصنوعات کی قیمتوں میں 5 سے 7 روپے لیٹر کمی,0.1,0.6,0.2,0.05,0.05,0.1,0.2,0.55,0.1,0.05,0.2,0.7,0.1,0.0,0.0,0.05,0.6,0.35,0.0,0.0,1.1,0.7,0.6499999999999999,0.2
74,74,2021-12-01,https://e.dunya.com.pk/detail.php?date=2021-12-01&edition=KCH&id=5863384_23681294,"پٹرول پر فی لیٹر لیوی میں 4 روپے اضافہ، پٹرولیم مصنوعات کی قیمتیں برقرار
اسلام آباد (نمائندہ دنیا، دنیا نیوز) حکومت نے آئی ایم ایف کی شرائط پر عمل کرتے ہوئے پٹرولیم
لیوی بڑھا دی، 4 روپے اضافے سے پٹرول پر فی لیٹر لیوی 13.62، ڈیزل پر 13.14 روپے
مقرر کردی گئی، تاہم پٹرولیم مصنوعات کی قیمتیں برقرار رکھنے کا فیصلہ کیا ہے۔ اس سے قبل پٹرول پر 9
روپے 62 پیسے، ہائی سپیڈ ڈیزل پر 9 روپے 14 پیسے فی لیٹر لیوی عائد تھی۔ حکومت نے عوام کو پٹرولیم
مصنوعات کی قیمتوں میں بڑے ریلیف سے محروم کر دیا، پٹرول اور ہائی سپیڈ ڈیزل پر لیوی میں فی لیٹر 4
روپے کا اضافہ کر دیا ہے۔ پٹرول پر سیلز ٹیکس صفر سے 2 روپے 34 پیسے فی لیٹر کر دیا گیا جبکہ ہائی سپیڈ
ڈیزل پر سیلز ٹیکس 7.20 سے بڑھا کر 7.37 فیصد فی لیٹر کر دیا گیا۔ مٹی کے تیل پر لیوی 3 روپے 85
پیسے فی لیٹر بڑھا دی گئی اور اب مٹی کے تیل پر 5 روپے 91 پیسے فی لیٹر لیوی عائد کر دی گئی ہے، اس سے
قبل مٹی کے تیل پر 2 روپے 6 پیسے فی لیٹر لیوی عائد تھی۔ اسی طرح لائٹ ڈیزل پر لیوی 3 روپے 66
پیسے فی لیٹر کر دی گئی ہے جبکہ لائٹ ڈیزل پر پٹرولیم لیوی صفر تھی۔ پٹرولیم لیوی اور سیلز ٹیکس کی نئی شرح کا
اطلاق یکم دسمبر سے ہوگا۔ آئل مارکیٹنگ کمپنیز اور پٹرول پمپس کیلئے منافع کا مارجن پرانے ریٹ پر برقرار
ہے۔ آئل مارکیٹنگ کمپنی کیلئے پٹرول اور ڈیزل پر مارجن 2 روپے 97 پیسے ہے۔ پٹرول پمپس کیلئے
پٹرول پر مارجن 3 روپے 91 پیسے اور ڈیزل پر مارجن 3 روپے 30 پیسے فی لیٹر پر برقرار رہے
گا۔ ادھر حکومت نے یکم دسمبر سے آئندہ 15 روز کیلئے پٹرولیم مصنوعات کی قیمتیں برقرار رکھنے کا فیصلہ کیا
ہے۔ وزارت خزانہ کے مطابق پٹرول کی قیمت 145 روپے 82 پیسے فی لیٹر برقرار ہے گی جبکہ ڈیزل کی
قیمت کو 142 روپے 62 پیسے فی لیٹر پر برقرار رکھا گیا ہے۔ وزارت خزانہ نے بتایا کہ لائٹ ڈیزل آئل
کی قیمت 114 روپے 7 پیسے فی لیٹر اور مٹی کے تیل کی قیمت 116 روپے 53 پیسے فی لیٹر برقرار رہے",343.0,145.82,142.62, آئی ایم ایف کی شرائط، پٹرولیم لیوی بڑھادی گئی,0.0,0.05,0.1,0.6,0.25,0.0,0.02,0.1,0.5,0.38,0.0,0.0,0.05,0.6,0.35,0.0,0.05,0.2,0.35,0.4,-1.2999999999999998,-1.1,-1.05,-1.24
75,75,2021-11-16,https://e.dunya.com.pk/detail.php?date=2021-11-16&edition=KCH&id=5846045_63284930,"قیمتیں برقرار رکھی جائیں گی۔ ذرائع کے مطابق وزیراعظم عمران خان نے وزارت خزانہ کی پیٹرولیم
مصنوعات کی قیمتوں میں اضافے کی سمری کو مسترد دیا۔ وزارت خزانہ کی جانب سے پیٹرول کی قیمت میں
8 روپے 3 پیسے، ڈیزل کی قیمت میں 8 روپے 14 پیسے، مٹی کے تیل کی قیمت میں 6 روپے 27
پیسے اور لائٹ ڈیزل کی قیمت میں 5 روپے 72 پیسے اضافے کی تجویز دی تھی۔ عمران خان نے پیٹرول
کی قیمتوں میں اضافے کی سمری مسترد کر دی ہے اور اب آئندہ 15 روز کے لیے پیٹرولیم مصنوعات کی",103.0,145.82,142.62,اسلام آباد (دنیا نیوز) حکومت نے پیٹرولیم مصنوعات کی قیمتوں میں اضافہ نہ کرنے کا فیصلہ کرلیا۔,0.1,0.6,0.2,0.05,0.05,0.1,0.2,0.4,0.2,0.1,0.05,0.65,0.3,0.0,0.0,0.55,0.35,0.1,0.0,0.0,0.75,1.4500000000000002,0.6499999999999999,0.0
76,76,2021-11-05,https://e.dunya.com.pk/detail.php?date=2021-11-05&edition=KCH&id=5832934_12799609,"کرشنگ نہ ہونے سے چینی کی قلت، 150 روپے کلو تک فروخت، چھاپے،
14 سٹور سیل، مٹھائی، بیکری آئٹمز مہنگی ہونگی، قیمت 200 تک بھی پہنچ سکتی، ڈیلرز
15 نومبر کے بعد چینی سستی ہو گی، وزارت خزانہ، ڈیزل 8.14 روپے بڑھ کر 142.62،
پٹرول 145.82 روپے فی لٹر، مٹی کا تیل 6.27، لائٹ ڈیزل 5.72 روپے فی لٹر مہنگا",1786.0,145.82,142.62,پٹرول 8.03 روپے مہنگا، چینی کا بحران، قیمتیں قابو سے باہر,0.0,0.01,0.05,0.6,0.34,0.0,0.01,0.1,0.55,0.34,0.0,0.0,0.02,0.38,0.6,0.0,0.02,0.05,0.65,0.28,-1.58,-1.19,-1.27,-1.22
77,77,2021-10-17,https://e.dunya.com.pk/detail.php?date=2021-10-17&edition=KCH&id=5810509_19568787,"لائٹ ڈیزل 8.84 روپے بڑھ کر 108.35، ہائی سپیڈ ڈیزل 137.79، ہائی آوکٹین 134.48، مٹی کا تیل 110.26، اور کوکنگ آئل 79 روپے فی لیٹر
مہنگا کر دیا گیا، ان قیمتوں میں اضافہ وزارت خزانہ نے کیا
ٹرانسپورٹ کرائے میں 200 روپے تک اضافہ، گھی 38، کوکنگ آئل 48 روپے فی لیٹر تک
مہنگا، اپوزیشن کے مظاہرے، شاہراہ دستور، پارلیمنٹ میں احتجاج کا اعلان",1032.0,137.79,134.48,پیٹرول 10.49، ڈیزل 12.44 روپے فی لیٹر مہنگا,0.0,0.02,0.1,0.55,0.33,0.0,0.01,0.05,0.52,0.42,0.0,0.0,0.05,0.75,0.2,0.0,0.0,0.1,0.3,0.6,-1.15,-1.5,-1.19,-1.35
78,78,2021-10-01,https://e.dunya.com.pk/detail.php?date=2021-10-01&edition=KCH&id=5790650_12594224,"پیٹرول کی نئی قیمت 127 روپے 30 پیسے، ڈیزل کی 122 روپے 4 پیسے، مٹی کے
تیل کی 99 روپے 31 پیسے، لائٹ ڈیزل کی 99 روپے 51 پیسے فی لیٹر مقرر
ایل پی جی 29 روپے 10 پیسے مہنگی، نئی قیمت 174 روپے 58 پیسے سے بڑھ
کر 203 روپے 69 پیسے، 11.8 کلو گرام گھریلو سلنڈر 343 روپے کا ہو گیا",385.0,127.3,122.04,پیٹرول۴، مٹی کا تیل۲ ہائی سپیڈ ڈیزل۷.۰۵ روپے، لائٹ ڈیزل۲,0.0,0.0,0.1,0.45,0.45,0.0,0.01,0.1,0.45,0.44,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.55,0.4,0.05,0.0,-0.5,-1.35,-1.32
79,79,2021-09-16,https://e.dunya.com.pk/detail.php?date=2021-09-16&edition=KCH&id=5771862_75922679,"پٹرول 123 روپے 30 پیسے، ہائی اسپیڈ ڈیزل 120 روپے 4 پیسے، لائٹ
ڈیزل 90 روپے 69 پیسے، مٹی کا تیل 92 روپے 26 پیسے فی لٹر ہو گیا
اوگرا نے قیمتوں میں ساڑھے 10 روپے تک اضافے کی سمری پیٹرولیم ڈویژن کو
ارسال کی، پٹرول قیمت ایک روپیہ بڑھانے کی تجویز تھی
اسلام آباد (نمائندہ دنیا، دنیا نیوز) پٹرول 5 روپے، ڈیزل 5.1 روپے مٹی کا تیل 5.46
روپے فی لٹر مہنگا کر دیا گیا، وزارت خزانہ نے نوٹیفیکیشن جاری کر دیا۔ تفصیلات کے مطابق اوگرا کی
جانب سے پٹرولیم مصنوعات کی قیمتوں میں ساڑھے 10 روپے اضافے کی سمری پٹرولیم ڈویژن
کو ارسال کی گئی تھی۔ سمری کے برعکس آئندہ پندرہ روز کیلئے پٹرول کی قیمت میں 5 روپے فی لٹر
اضافہ کیا گیا ہے جس کے بعد اس کی نئی قیمت 123 روپے 30 پیسے ہو گئی ہے۔ ہائی اسپیڈ ڈیزل
کی قیمت میں 5 روپے 1 پیسے فی لٹر اضافہ کیا گیا ہے۔ ہائی اسپیڈ ڈیزل کی نئی قیمت 120 روپے
4 پیسے فی لٹر ہوگئی ہے۔ لائٹ ڈیزل آئل کی قیمت میں 5 روپے 92 پیسے فی لٹر اضافہ ہوا ہے
جس کے بعد اس کی نئی قیمت 90 روپے 69 پیسے ہو گئی ہے۔ مٹی کے تیل کی قیمت میں 5 روپے
46 پیسے فی لٹر اضافہ کیا گیا ہے اور اس کی نئی قیمت 92 روپے 26 پیسے فی لٹر ہو گئی ہے۔ یاد
رہے کہ وزارت خزانہ کو سمری میں ہائی اسپیڈ ڈیزل کی قیمت میں ساڑھے 10 روپے، پٹرول کی
قیمت میں ایک روپیہ، مٹی کے تیل کی قیمت میں ساڑھے 5 روپے اور لائٹ ڈیزل آئل کی قیمت",240.0,123.3,120.04,پٹرول 5، ڈیزل 5 ، مٹی کا تیل 5.42 روپے فی لٹر مہنگا,0.0,0.01,0.1,0.6,0.29,0.0,0.02,0.15,0.55,0.28,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.4,0.6,0.0,-0.9,-0.6,-1.17,-1.09
80,80,2021-09-01,https://e.dunya.com.pk/detail.php?date=2021-09-01&edition=KCH&id=5753314_39042627,"ایل پی جی 5 روپے کلو مہنگی
فیصلہ
حکومت
نے دیا
اوگرا نے پٹرول 3.50، ڈیزل 5، مٹی کا تیل 3 روپے سستا کرنے کی سفارش
کی، پٹرول 118 روپے 30 پیسے لیٹر ہو گیا
لائٹ ڈیزل کی قیمت میں 1 روپے کمی، اطلاق رات 12 بجے سے
کر دیا گیا، ایل پی جی 5 روپے کلو مہنگی ہوگئی",350.0,118.3,115.03,پٹرول، ڈیزل اور مٹی کا تیل 1 روپے 50 پیسے لیٹر مہنگا,0.0,0.05,0.1,0.6,0.25,0.0,0.1,0.6,0.25,0.05,0.0,0.0,0.25,0.65,0.1,0.05,0.15,0.35,0.35,0.1,-0.8500000000000001,-0.3,-1.05,-0.2499999999999999
81,81,2021-08-16,https://e.dunya.com.pk/detail.php?date=2021-08-16&edition=ISL&id=5732932_22540919,"لائٹ ڈیزل کی نئی قیمت 85 روپے 77 پیسے اور مٹی کے تیل کی نئی قیمت 88 روپے 30 پیسے فی لٹر مقرر
دو ماہ میں پٹرولیم مصنوعات کی قیمتوں میں مسلسل پانچویں بار اضافہ کیا گیا، نئی قیمتوں کا فوری اطلاق
اسلام آباد (وقائع نگار خصوصی) حکومت نے 2 ماہ میں مسلسل پانچویں بار پٹرولیم مصنوعات مہنگی کر دیں۔
لائٹ ڈیزل ایک روپے دس پیسے اور مٹی کا تیل اکیاسی پیسے فی لٹر مزید مہنگا کر دیا گیا تاہم آئندہ پندرہ روز کیلئے پٹرول
اور ہائی سپیڈ ڈیزل کی قیمتیں برقرار رکھنے کا فیصلہ کیا گیا ہے۔ وزارت خزانہ کے مطابق آئندہ پندرہ روز کیلئے پٹرول
اور ہائی سپیڈ ڈیزل کی قیمتیں برقرار رکھنے کا فیصلہ کیا گیا ہے۔ لائٹ ڈیزل کی قیمت میں ایک روپے دس پیسے جبکہ مٹی
کے تیل کی قیمت میں اکیاسی پیسے فی لٹر کا اضافہ کیا ہے۔ لائٹ ڈیزل کی نئی قیمت پچاسی روپے 77 پیسے اور مٹی
30 پیسے فی لٹر مقرر کی گئی ہے۔ پٹرول کی قیمت ایک سو انیس روپے اسی پیسے جبکہ
کے تیل کی نئی قیمت اٹھاسی روپے
ہائی سپیڈ ڈیزل کی قیمت ایک 116 روپے 53 پیسے فی لٹر برقرار رہے گی۔ ذرائع کے مطابق اوگرا نے ہائی سپیڈ ڈیزل
دو روپے پچاس پیسے اور پٹرول پچاس پیسے فی لٹر مہنگا کرنے کی تجویز دی تھی۔ حکومت نے سولہ جون سے اب تک
مسلسل پانچ بار پٹرولیم مصنوعات کی قیمتوں میں اضافہ کیا ہے۔ اسی عرصے میں پٹرول گیارہ روپے چوبیس پیسے، ہائی
سپیڈ ڈیزل پانچ روپے 77 پیسے، مٹی کا تیل آٹھ روپے تیس پیسے اور لائٹ ڈیزل آٹھ روپے بارہ پیسے فی لٹر مہنگا کیا
گیا ہے۔ نئی قیمتوں کا اطلاق کر دیا گیا ہے۔",243.0,119.8,116.53,پٹرول ڈیزل کی قیمت برقرار، ڈیزل 1.10، مٹی کا تیل 81 پیسے مہنگا,0.0,0.05,0.6,0.3,0.05,0.0,0.01,0.1,0.6,0.29,0.02,0.1,0.5,0.35,0.03,0.0,0.01,0.09,0.35,0.55,-0.2699999999999999,-1.4400000000000002,-0.35,-1.17
82,82,2021-08-01,https://e.dunya.com.pk/detail.php?date=2021-08-01&edition=KCH&id=5716114_85718268,"پیٹرول 119.80، مٹی کے تیل کی نئی قیمت 87.49 روپے فی لٹر مقرر
اسلام آباد (خبر نگار خصوصی، دنیا نیوز) وزارت خزانہ و اقتصادی امور نے آئندہ پندرہ دنوں کیلئے پٹرولیم
مصنوعات جب کہ اوگرا نے ایل پی جی کی قیمتوں میں اضافے کا نوٹیفکیشن جاری کر دیا جس کے مطابق
پیٹرول کی قیمت میں 1 روپے 71 پیسے فی لٹر اضافے کے بعد نئی قیمت 119 روپے 80 پیسے فی لٹر تک پہنچ
گئی۔ مٹی کے تیل کی قیمت 35 پیسے فی لٹر اضافے کے بعد 87 روپے 49 پیسے ہو گئی۔ ہائی سپیڈ ڈیزل کی
قیمت 116 روپے 53 پیسے فی لٹر جب کہ لائٹ ڈیزل آئل کی قیمت 84 روپے 67 پیسے پر برقرار رکھی
گئی ہے۔ وزارت خزانہ نے پٹرولیم کی قیمتوں میں ردو بدل کا نوٹیفکیشن جاری کر دیا۔ جس کے مطابق اوگرا
نے ایل پی جی کی قیمت میں اضافہ کر دیا، ایل پی جی کی قیمت فی کلو 9 روپے 53 پیسے اضافے کے ساتھ
169 روپے 67 پیسے ہوگئی۔ 11.8 کلو کا گھریلو سلنڈر 112 روپے 50 پیسے مہنگا ہو گیا، گھریلو سلنڈر کی
نئی قیمت 2002 روپے 7 پیسے مقرر ہوگئی، نئی قیمتوں کا اطلاق اگست 2021 کیلئے ہو گا، جولائی میں ایل",184.0,119.8,116.53,پیٹرول، ایل پی جی کی قیمتوں میں اضافے کا نوٹیفکیشن جاری,0.0,0.05,0.1,0.55,0.3,0.0,0.01,0.1,0.6,0.29,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.25,0.65,0.1,-0.25,-0.8500000000000001,-1.1,-1.17
