,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,date,link,word_count,inner_html,headline,petrol,hsd,Bart(Very positive),Bart(Positive),Bart(Neutral),Bart(Negative),Bart(Very negative),mDeBERTa (Very positive),mDeBERTa (Positive),mDeBERTa (Neutral),mDeBERTa (Negative),mDeBERTa (Very negative),FinBERT label,NLTK positive,NLTK negative,NLTK neutral,multilingual (Very positive),multilingual (Positive),multilingual (Neutral),multilingual (Negative),multilingual (Very negative)
10,10,10,10,10,10,10,2024-02-01,https://www.nation.com.pk/E-Paper/islamabad/2024-02-01/page-1/detail-6,215,"ISLAMABAD   -  Just a week before the upcoming general elections in the country, the caretaker government on Wednesday jacked up the price of petrol by Rs 13.55 per litre, while high speed diesel (HSD) has been increased by Rs 2.75 per litre for the first fortnightly of February 2024.The government has decided to bring changes to the prices of Petroleum products for the fortnightly starting from February 1, 2024, said a statement issued by Finance Division. As per the statement, the prices of Petrol and HSD have been slashed down byRs 13.55 per litre and Rs 2.75 per litre for the first fortnightly of February. The price of Light Diesel Oil has also been increased by Rs 2.03 per litre while Kerosene oil price has been decreased by Rs 0.24 per litre. Following the hike, the new price of LDO will go up to Rs 166.86 per litre from the existing Rs 164.83 per litre, while Kerosene oil will drop to Rs 186.62 per litre from the existing Rs 186.86per litre. Following the hike of Rs 13.55 per litre, Petrol price will go up Rs 272.89 per litre from the existing Rs 259.34 per litre, while HSD price will go up to Rs 278.96 per litre ftom the current price of Rs 276.21 per litre.",Petrol price goes up by Rs13.55/litre,275.62,287.33,0.052991684526205,0.2172518521547317,0.1342754662036895,0.39764004945755,0.1978410184383392,0.2014377266168594,0.3545840978622436,0.0758604407310485,0.2487474530935287,0.1193702071905136,very positive,0.0,0.0,1.0,0.1753978431224823,0.22156579792499542,0.2550846040248871,0.19730301201343536,0.15064868330955505
11,11,11,11,11,11,11,2024-01-16,https://www.nation.com.pk/E-Paper/islamabad/2024-01-16/page-1/detail-5,252,"ISLAMABAD   -  The caretaker govern­ment on Monday slashed the price of petrol by Rs8 per litre, while kept prices of high speed die­sel (HSD) unchanged for the second fortnightly of January 2024.The government has decided to reduce the current Petrol price, whereas the price of High Speed Diesel has been maintained dur­ing the fortnight starting from 16th January, 2024, as recommended by Oil and Gas Regulatory Au­thority (OGRA), said a press release issued by the Finance Division. The prices of Light Diesel Oil and Kero­sene oil have also been slashed by Rs 0.92 per litre and Rs 1.97 per litre respectively. Fol­lowing the decrease, the new price of LDO will come down to Rs 164.83 per litre from the existing Rs 165.75 per litre, while Kero­sene oil price will drop to Rs 186.86 per litre from the existing Rs 188.83 per litre. The prices will be ef­fective from 16-01-2024, till further revision. Fol­lowing a cut of Rs 8 per li­tre, Petrol price will reduce to Rs 259.34 per litre from the existing Rs 267.34 per litre, while HSD will remain at the current price of Rs 276.21 per litre. The prices of Brent crude oil in inter­national market have fluc­tuated between $76/barrel and $79/barrel during the first fortnightly of January of 2024. Similarly, the Paki­stani rupee has appreciated against the US dollar during the first fortnightly of Janu­ary 2024. On December 29, the conversion rate of dol­lar against Pakistani rupees was Rs 281.86/dollar, while on January 15 it dropped to Rs 279.97/dollar.",Govt slashes petrol price by Rs8/litre,272.89,278.96,0.1345738023519516,0.5986601710319519,0.1398448348045349,0.1053724586963653,0.0215487703680992,0.1659451276063919,0.2582592666149139,0.1668378114700317,0.2828015089035034,0.1261562407016754,very negative,0.0,0.265,0.735,0.1093897670507431,0.16892749071121216,0.31904515624046326,0.2302771508693695,0.17236046493053436
12,12,12,12,12,12,12,2024-01-01,https://www.nation.com.pk/E-Paper/islamabad/2024-01-01/page-12/detail-1,209,"ISLAMABAD  -   The caretaker government on Sunday kept the prices of petrol and high speed diesel (HSD) unchanged for the first fortnightly of Jan­uary 2024. However, the price of light diesel oil (LDO) has been jacked up by Rs 1.11 per litre, while the price of kero­sene oil (SKO) has been de­creased by Rs 2.19 per litre for the first fortnightly of January, effective from today. “Govern­ment of Pakistan has decided to maintain the current prices of Petrol and High Speed Die­sel during the fortnight start­ing from 1st January, 2024, as recommended by Oil and Gas Regulatory Authority (OGRA),” said a press release issued by the Finance Divi­sion. With no change in price, Petrol and HSD will remain at Rs 267.34 per litre and Rs 276.21, respectively for the 1st fortnightly of January. Fol­lowing the increase of Rs 1.11 per litre the price of light die­sel oil will go up to Rs 165.75 per litre from the previous Rs 164.64 per litre. Kerosene oil with the reduction of Rs 2.19 per litre will go down to Rs 188.83 per litre from the pre­vious Rs 191.02 per litre. The prices of Brent crude oil in in­ternational market have fluc­tuated between $76/barrel and $81/barrel during the last fortnightly of December 2023.","Petrol, HSD prices to remain unchanged",259.34,276.21,0.0409318283200264,0.264215350151062,0.437619149684906,0.2347690761089325,0.0224645528942346,0.0888511016964912,0.2485190778970718,0.5213633179664612,0.0991009995341301,0.0421655550599098,neutral,0.0,0.0,1.0,0.03365480154752731,0.07698759436607361,0.6598832011222839,0.1521923542022705,0.07728205621242523
13,13,13,13,13,13,13,2023-12-16,https://www.nation.com.pk/E-Paper/islamabad/2023-12-16/page-1/detail-7,272,"ISLAMABAD  -  The Caretaker government Friday slashed the prices of Petrol by Rs 14 per litre and High Speed Diesel by Rs 13.50/litre, for the 2nd fortnightly of December.The prices of Kerosene Oil (SKO) and Light Diesel Oil (LDO) have also been decreased by Rs 10.14 per litre and Rs 11.29 per litre respectively, for the 2nd fortnightly of December (December 16 to December 31), said a statement issued here by the Finance Division.The Government of Pakistan has decided to revise the prices of Petro­leum Products for the fortnight start­ing from 16 December, 2023, as recommended by Oil and Gas Regulatory Au­thority (OGRA), said the statement. Following the reduction of Rs 14 per litre the price of Petrol will come down to Rs 267.34 per litre from existing Rs 281.34/li­tre, HSD with the reduction of Rs 13.50 per litre will go down to Rs 276.21 per litre from the existing Rs 289.71 per litre. Similarly, Kero­sene oil after a decrease of Rs 10.14 per litre will re­duce from Rs 201.16/litre to Rs 191.02 per litre, while Light Diesel oil will go down to 164.64 per litre from Rs 175.93 per litre follow­ing a reduction of Rs 11.29 per litre. It is noteworthy, that for the 1st fortnightly of December also, the care­taker government had re­duced the prices of HSD by Rs 7 per litre, Kerosene Oil (SKO) by Rs 3.82 per litre and Light Diesel Oil (LDO) by Rs 4.52 per litre. Howev­er, there was no change in the Petrol price during the 1st fortnightly. The govern­ment is currently charging Petroleum Levy of Rs 60 per litre each on HSD and Petrol.",Petrol price slashed by Rs14/litre,267.34,276.21,0.1601022332906723,0.4925437867641449,0.1740738898515701,0.1449548453092575,0.0283253025263547,0.1943797469139099,0.3695274591445923,0.1551648825407028,0.2097923308610916,0.0711355283856391,very negative,0.0,0.322,0.678,0.10537738353013992,0.15839636325836182,0.32572534680366516,0.24213746190071106,0.16836345195770264
14,14,14,14,14,14,14,2023-12-01,https://www.nation.com.pk/E-Paper/islamabad/2023-12-01/page-12/detail-3,174,"ISLAMABAD  -  The government has announced a reduction of Rs 7/litre in the price of High Speed Diesel, while decided to maintain the price of Petrol at the existing level, for the 1st fortnightly of December. The prices of Kerosene Oil (SKO) and Light Diesel Oil(LDO) have also been decreased by Rs 3.82 per litre and Rs 4.52 per litre respectively, for the 1st fortnightly of December (December 1 to December 15).The government has decided to revise the prices of Petroleum Products for the fortnight starting 1st December, 2023, as recommended by Oil and Gas Regulatory Authority (Ogra), said a statement issued by the Finance Division.Following no change, the price of Petrol will remain at existing Rs 281.34/litre, HSD with the reduction of Rs 7/litre will go down to Rs 289.71/litre from the existing Rs 296.71/litre. Similarly, Kerosene oil after a decrease of Rs 3.82/litre will reduce from Rs 204.98/litre to Rs 201.16/litre, while Light Diesel oil will go down to Rs 175.93/litre from the existing Rs 180.45/litre following a reduction of Rs 4.52/litre.",Govt decides to keep petrol price unchanged,267.34,276.21,0.0336889550089836,0.1758117824792862,0.4376212656497955,0.3048770427703857,0.0480009652674198,0.1145473048090934,0.1996735632419586,0.4192711114883423,0.1760629415512085,0.0904450118541717,neutral,0.0,0.0,1.0,0.047536518424749374,0.08840131759643555,0.5891485810279846,0.1735314428806305,0.10138220340013504
15,15,15,15,15,15,15,2023-11-16,https://www.nation.com.pk/E-Paper/karachi/2023-11-16/page-1/detail-3,332,"ISLAMABAD  -  The Caretaker government has announced a reduction of Rs2.04/litre in the price of petrol and Rs 6.47/litre in the price of High Speed Diesel for the next fortnightly of November.The prices of Kerosene Oil (SKO) and Light Diesel Oil(LDO) have also been decreased by Rs 6.05 per litre and Rs 9.01 per litre respectively, for the second fortnightly of November (November 16 to November 30).The government has decided to revise the prices of Petroleum Products for the fortnight starting from November 16, 2023, as recommended by the Oil and Gas Regulatory Authority (Ogra), said a statement issued by the Finance Division.Following the reduction of Rs 2.04/litre, the price of Petrol will come down to Rs 281.34/litre from Rs 283.38/litre, HSD with the reduction of Rs 6.47/litre will go down to Rs296.71/litre from the existing Rs303.18/litre. Similalry, Kerosene oil after a decrease of Rs 6.05/litre will reduce to Rs 204.98/ litre from the existing Rs 211.03/litre, while Kerosene oil will go down to Rs 180.45/litre from Rs 189.46/litre following a reduction of Rs 9.01/litre. It is worth to note here that for the previous fortnightly, the caretaker government had maintained the prices of Petrol and High Speed Diesel. However, the prices of Kerosene Oil (SKO) and Light Diesel Oil (LDO) have been decreased by Rs 3.82 per litre and Rs 3.40 per litre respectively, for the first fortnightly of November (November 1, to November 15). During the first fortnightly of November, the price of crude oil in international market has gone down by almost 3 percent, while Pakistani rupee has also depreciated by almost 2.27 percent against the US dollar during this time. Since assuming the power the caretaker government had thrice increased the prices of petroleum products, three times reduced it and keeps it unchanged for one time. The three hikes by the interim government in the prices of petroleum products had increased the price of petrol by Rs 58.43/litre in the price of Petrol and HSD by Rs 55.78/litre.",Govt allows slight cut in oil prices,281.34,289.71,0.0778966173529625,0.3714318573474884,0.203125923871994,0.3087605535984039,0.0387849546968936,0.151155024766922,0.341698944568634,0.2159130573272705,0.1901441365480423,0.1010888293385505,positive,0.0,0.296,0.704,0.14159582555294037,0.23584727942943573,0.19796863198280334,0.20056797564029694,0.22402027249336243
16,16,16,16,16,16,16,2023-11-01,https://www.nation.com.pk/E-Paper/islamabad/2023-11-01/page-1/detail-6,287,"ISLAMABAD  -  The caretaker govern­ment has decided to maintain the current prices of Petrol and High Speed Diesel during the next fortnightly.However, the prices of Kerosene Oil (SKO) and Light Diesel Oil(LDO) have been decreased by Rs 3.82 per litre and Rs 3.40 per litre respective­ly, for the first fortnightly of Novem­ber (November 1, to November 15). The Government of Pakistan has de­cided to maintain the current prices of Petrol and High Speed Diesel (HSD) during the next fortnight said a notifi­cation issued by the Finance Division. As per the decision, the price of Pet­rol and HSD will remain at their cur­rent price of Rs 283.38 per litre and Rs 303.18 per litre respectively.Following a reduction of Rs 3.82 per litre the price of SKO will come down to Rs 211.03 per litre from the existing Rs 214.85 per litre. Similal­ry, with the reduction of Rs 3.40 per litre the price of LDO will slide to Rs 189.46 per litre from the existing Rs 192.86 per litre. During the last fort­nightly of October, the price of crude oil in international market has gone up,while Pakistani rupee has depre­ciated by almost 4 pc against the US dollar during this time. Meanwhile, a source said that the price of HSD has gone down in the international mar­ket during the previous fortnightly, while the price of petrol has gone up during the time. However, instead of passing on the benefit of reduction in HSD price to the consumers, the gov­ernment has jacked up the Petroleum Levy on the product, the source said.The government has again en­hanced Petroleum Levy on HSD by Rs5/litre from Rs 55/litre to Rs 60/litre, while on Petrol it will remain unchanged at Rs60/litre, said the source.","Govt keeps petrol, HSD prices unchanged",281.34,296.71,0.0363991558551788,0.2210126370191574,0.4422959089279175,0.2633882462978363,0.0369039885699749,0.0768159106373786,0.1892042458057403,0.5348647832870483,0.1508969068527221,0.0482181720435619,neutral,0.0,0.0,1.0,0.05350646749138832,0.10862072557210922,0.569161593914032,0.1652929186820984,0.10341829061508179
17,17,17,17,17,17,17,2023-10-16,https://www.nation.com.pk/E-Paper/islamabad/2023-10-16/page-1/detail-1,543,"ISLAMABAD  -  The caretaker federal government has reduced the prices of Petrol and High Speed Diesel by Rs 40/litre and Rs 15/litre respectively for the next fortnightly of October.“Owing to the decreasing trend of the petroleum prices in the international market and due to appreciation of Pak rupee against the US dollar, the government has decided to revise the existing consumer prices of petroleum products,” said a notification issued by Finance Division yesterday night.The prices of Kerosene Oil and Light Diesel Oil have also been decreased by Rs 22.43/litre and 19.59/ litre, for the last fortnightly of October (16 Oct to 31 Oct).According to the notification, the price of Petrol has been decreased by Rs40/litre, shine HSD by Rs 15/litre.Following the decrease, the new ex-depot price of petrol was set at Rs 283.38/litre instead of current Rs323.38/litre for the next fortnight. Similarly, the ex-depot price of HSD was fixed at Rs 303.18/litre instead of the existing Rs318.18/litre. After reduction, the price of Kerosene Oil come down to Rs 214.85/litre from the earlier Rs237.28/litre. Despite reducing the prices twice during the last two revisions the prices of Petrol and HSD are still high from the level it was handed over to the Caretakers by the PDM government. Prior to the caretaker govern-ment’s assuming the power, the price of petrol was Rs 272.95/liter, while HSD price was Rs 273.40/litre.It is worth to mention here that since assuming the power the caretaker government had thrice increased the prices of petroleum products in the country, while reduced it twice. The three hikes by the interim government in the prices of petroleum products had increased the price of petrol by Rs 58.43/litre in the price of Petrol and HSD by Rs 55.78/litre.However, for the first fortnightly of October the government had reduced the prices of Petrol and HSD by Rs8/ litre and Rs 11/litre, respectively. Now once again the prices have been reduced by Rs 40/litre and Rs 15/litre respectively. Petroleum Levy on HSD has been enhanced by Rs5/litre from Rs 50/litre to Rs 55/ litre, while on Petrol it will remain unchanged at Rs60/litre.Prior to the caretaker government’s assuming the power the price of petrol was Rs 272.95/liter, while HSD price was Rs 273.40/litre. It is also worth to note here that in the last revision of its tenure, the PDM government had also increased the prices of Petrol and High Speed Diesel by Rs 19.95/litre and 19.90/ litre respectively for the first fortnightly of August. The government is charging Rs 60/litre Petrol.During the last fortnightly, the ex-refinery price of Petrol has decreased by Rs 40.76/litre from 243.09/litre during the previous fortnightly to Rs 202.33/litre for the next fortnightly. The IFEM has also decreased by Rs 0.12/ litre during the period bringing the total reduction to Rs40.88/litre. However, after increasing OMCs margin and dealer commission by Rs 0.88/litre, the ex-depot price of Petrol was reduced by Rs 40/litre.Likewise, the ex-refinery price of HSD has decreased by Rs 21.10/litre from 252.48/litre during the previous fortnightly to Rs 231.38/ litre for the next fortnightly. The IFEM was increased by Rs 0.12/ litre and PL was enhanced by Rs5/litre. After increasing OMCs margin and dealer commission by Rs 0.98/ litre, the ex-depot price of HSD was reduced by Rs 15/litre.",Govt cuts petrol price by Rs40/litre,283.38,303.18,0.124135822057724,0.5588076114654541,0.1668352633714676,0.1234684661030769,0.0267528630793094,0.210740327835083,0.3123100697994232,0.1472212523221969,0.2196037620306015,0.1101245880126953,very negative,0.0,0.306,0.694,0.1713312864303589,0.223814457654953,0.2653788626194,0.17567114531993866,0.16380423307418823
18,18,18,18,18,18,18,2023-10-01,https://www.nation.com.pk/E-Paper/islamabad/2023-10-01/page-1/detail-3,174,"ISLAMABAD    -  The caretaker federal government Saturday announced reduction in the price of petrol for the next fortnight by Rs8, the first time in two-and-a-half-months.Meanwhile, a cut of Rs11 was announced in the diesel price, after which the price of the fuel will be Rs318.18 per litre. New prices of the commodities have taken effect from Saturday midnight.The Ministry of Finance, in a statement, said the decision to bring down the price of petroleum products was taken after the Pakistani rupee gained value and POL rates dropped globally.“In the wake of variations in international prices of petroleum products and the improvement in the exchange rate, the Government of Pakistan has decided to revise the consumer prices of petroleum products,” the ministry said. The government has also slashed the rate of kerosene oil by Rs7.53 per litre to 237.28 and light diesel oil by Rs7.77 per litre to 212.45.The prices of the commodities last witnessed a decrease in mid-July when petrol was dropped by Rs9 per litre to Rs253 and diesel by Rs7 to Rs253.50.","Govt slashes petrol price by Rs8, diesel by Rs11",283.38,303.18,0.112933725118637,0.4766358733177185,0.1714938879013061,0.1993153840303421,0.0396211296319961,0.1700296849012375,0.2459671795368194,0.1875846087932586,0.2822695970535278,0.1141490042209625,very negative,0.0,0.231,0.769,0.17227722704410553,0.251300185918808,0.2949472665786743,0.15732675790786743,0.12414853274822235
19,19,19,19,19,19,19,2023-09-16,https://www.nation.com.pk/E-Paper/islamabad/2023-09-16/page-1/detail-2,299,"ISLAMABAD  -  The caretaker govern­ment has sent another shockwave by massive­ly increasing the prices of Petrol by Rs 26.02/li­tre and High Speed Die­sel by Rs 17.34/litre for the second fortnightly of September.With the new increase the prices of both Petrol and HSD have reached historical high of the country for the next fortnightly (September 16 to September 30).Following the in­crease of Rs 26.02/li­tre, the price of Pet­rol will go up from the existing Rs 305.36/li­tre to Rs331.38/litre, while with the hike of Rs 17.34/litre the price of High Speed Diesel will jump to Rs 329.18/litre from the earlier Rs311.84/litre, said a notification issued by the Finance Division here at midnight.It is worth to men­tion here that since as­suming the power the caretaker government has thrice increased the prices of petroleum prod­ucts in the country. The last three hikes by the in­terim government in the prices of petroleum prod­ucts has increased the price of petrol by Rs 58.43/litre in the price of Petrol and HSD by Rs 55.78/litre. It is worth to add that the caretakers had increased the price of High Speed Diesel by Rs 18.44/litre, while petrol had been in­creased by Rs14.91/litre for the first fortnightly of September. Similarly, soon after assuming power, the interim government had increased the price of Pet­rol by Rs 17.50 and HSD by Rs 20/litre for the second fortnightly of August. Pri­or to the caretaker govern­ment’s assuming the pow­er the price of petrol was Rs 272.95/liter, while HSD price was Rs 273.40/li­tre. It is also worth to note here that in the last revi­sion of its tenure, the PDM government had also in­creased the prices of Pet­rol and High Speed Die­sel by Rs 19.95/litre and 19.90/litre respectively for the first fortnightly of August. The government is charging Rs 60/litre Petro­leum Levy on Petrol.","Now, 1 litre petrol costs Rs331.38",323.38,318.18,0.0933166816830635,0.3387947678565979,0.1882922947406768,0.2670797109603882,0.1125165075063705,0.119021326303482,0.2820945978164673,0.1429351717233657,0.3092668652534485,0.146682009100914,neutral,0.0,0.0,1.0,0.22514227032661438,0.2825537621974945,0.188035249710083,0.16999226808547974,0.13427643477916718
20,20,20,20,20,20,20,2023-09-01,https://www.nation.com.pk/E-Paper/islamabad/2023-09-01/page-1/detail-5,190,"ISLAMABAD  -  The caretaker govern­ment late Thursday an­nounced a sharp increase in the price of petrol by Rs14.91 per litre and high-speed diesel (HSD) by Rs18.44 per litre.The increase brings the price of petrol to Rs305.36 per litre and HSD to Rs311.84 per li­tre, the Ministry of Fi­nance said in a post on X (formerly Twitter) af­ter midnight. No revi­sion was specified in the rates of kerosene or light diesel oil.This latest price in­crease will shock peo­ple already hit hard by rising inflation and electricity costs. On August 15, the interim government raised fuel prices by up to Rs20 per litre. That jump in petroleum prices had come after similar hikes by the previous gov­ernment on Aug 1. The price hike is based on existing tax rates and import parity prices, mainly because of cur­rency depreciation and a slight inc¬rease in in­ternational oil prices. The rupee yet again con­tinued to extend losses Thursday sliding anoth­er Rs1.09 against the US dollar in the interbank market. It closed at a re­cord low of Rs305.54. Since the induction of the caretaker set-up, the rupee has shed 4.6pc. Through August, the ru­pee lost 6.2pc.",Petrol crosses Rs300 per litre,331.38,329.18,0.0741297826170921,0.2809255123138428,0.0866989195346832,0.2935786247253418,0.2646671533584595,0.1763519495725631,0.3757020533084869,0.0661068558692932,0.2641721367835998,0.1176670119166374,neutral,0.0,0.0,1.0,0.17453783750534058,0.22469907999038696,0.28940483927726746,0.17657044529914856,0.13478770852088928
21,21,21,21,21,21,21,2023-08-16,https://www.nation.com.pk/E-Paper/islamabad/2023-08-16/page-1/detail-3,287,"ISLAMABAD  -  The caretaker govern­ment, in less than 48 hours of assuming power, has gifted Pakistanis with up to Rs 20/litre increase in the prices of High Speed Diesel and Petrol.As per the statement issued by the Finance Division late Tues­day night, the price of High Speed Diesel has been jacked up by Rs 20/litre, while petrol has been increased by Rs17.50/litre for the last fortnightly of Au­gust (16 to 31).Petroleum prices in the international market have increased during the last fortnight and as a result the consum­er prices in Pakistan are also being revised, said the statement. Following the upward revision of Rs 17.50/litre, the price of Pet­rol has increased to Rs 290.45/litre from the pre­vious Rs 272.95/litre. Sim­ilarly, with the jump of Rs 20/litre, the price of HSD will reach Rs Rs293.40/litre from the earlier Rs 273.40/litre. It is worth to mention here that in the last revision of its tenure, the PDM gov­ernment had also increased the prices of Petrol and High Speed Diesel by Rs 19.95/li­tre and 19.90/litre respec­tively for the first fortnightly of August. For the next fort­nightly, the government has not changed the Petroleum Levy on Petrol and it will remain at the existing level of Rs 55/litre, however, for the HSD it has been reduced by Rs 5/litre from the earli­er Rs 55/litre to Rs 50/litre. The GST will remain zero on both the products. Ear­lier, the government used to share increase/decrease in the prices of HSD, pet­rol, Kerosene and Light Die­sel oil, however, since the last few months it is mere­ly sharing the prices of Pet­rol and HSD. The prices of petroleum products will be effective from 16 August, 2023 till further revision which is due on 31 August.",New govt jacks up oil pricess by upto Rs20/litre.,305.36,311.84,0.021861033514142,0.116527646780014,0.090247556567192,0.4823737144470215,0.2889899909496307,0.1631777137517929,0.2767447829246521,0.1348781585693359,0.3042751550674438,0.1209241300821304,very positive,0.0,0.0,1.0,0.16734552383422852,0.2824985086917877,0.2877238094806671,0.1542748659849167,0.10815729200839996
22,22,22,22,22,22,22,2023-08-02,https://www.nation.com.pk/E-Paper/lahore/2023-08-02/page-1/detail-0,482,"ISLAMABAD  -  While announcing the last revision of its ten­ure, the federal gov­ernment has increased the prices of Petrol and High Speed Diesel by Rs 19.95/litre and 19.90/litre respectively for the first fortnightly of Au­gust. Under the biweek­ly price adjustment mechanism, the review was due on Monday (July 31), however, the government was reluc­tant, owing to upward trends in the interna­tional oil market and depreciation of Paki­stani rupee against the US dollar, and, there­fore, delayed the an­nouncement for one day till August 1, 2023.In his short tele­vised address on Tues­day morning, Finance Minister Ishaq Dar an­nounced the massive hike taking the price of Petrol to Rs272.95/litre and High Speed Diesel to Rs 273.40/litre.While explaining the reasons behind the delay in the announcement of the revised oil prices, the finance minister said the ba­sic reason was that they were looking at if there were ways to reduce the proposed in­crease. The government had checked the working of Oil and Gas Regulatory Authori­ty (OGRA) until the late Monday night.The minister said that the price of high speed diesel (HSD) and petrol had in­creased over the last 15 days in the inter­national market.In the current fortnight, petroleum prod­ucts prices in the international market have increased substantially. Petrol price has increased from $89.14 per barrel on 16th July 2023 to $97.39 on 31st July 2023, whereas, High Speed Diesel price has in­creased from $96.26 to $111.46 per barrel. Ishaq Dar said that the matter was then discussed with Prime Minister Shehbaz Sharif earlier Tuesday.“We all know that we have internation­al commitments with the Internation­al Monetary Fund (IMF) regarding the pe­troleum development levy, if they weren’t there then we would’ve announced a small­er hike,” Ishaq Dar said and added that “We are in IMF programme, everyone knows we have a standby agreement.” If you remem­ber, the problem in the previous govern­ment tenure was that they didn’t fulfil their international commitments with IMF on Petroleum Levy and had reduced it at the time of their departure, he recalled.“So in the country’s interest, it is neces­sary that the minimum calculated hike be passed on to the consumers. HSD is being increased by Rs19.90/litre and the new price will be Rs273.40/litre. And petrol price is being increased by Rs19.95/litre to Rs272.95/litre,” Dar said.“However, international prices are not in the government’s control. And as I said, we did the working to the last penny to reduce the increase in the prices,” he said.Meanwhile, Finance Division in a state­ment said that the cost of petroleum prod­ucts in Pakistan is directly linked to the international prices of these products. Therefore, the increase in domestic pric­es is inevitable and beyond the control of the Government of Pakistan, the state­ment said.As per the official documents, the gov­ernment didn’t change GST and PL on both the products for the next fortnightly. The GST will remain zero, while PL will remain at Rs 55/litre till August 15.",Govt raises petrol prices by whopping Rs20,290.45,293.4,0.0238969940692186,0.128742977976799,0.0400303713977336,0.4119139909744262,0.3954156935214996,0.1538505852222442,0.2621521055698395,0.0904393717646598,0.2863845527172088,0.2071733176708221,positive,0.0,0.0,1.0,0.2720716893672943,0.26251834630966187,0.1886213719844818,0.15215925872325897,0.12462924420833588
23,23,23,23,23,23,23,2023-07-16,https://www.nation.com.pk/E-Paper/islamabad/2023-07-16/page-1/detail-4,162,"ISLAMABAD  -  The federal government has reduced the prices of petroleum products for next fortnight. In a tele­vised address, Finance Minister Ishaq Dar said that the government has reduced the price of pet­rol by Rs9 to Rs253 per li­tre from existing Rs262 per litre. Similarly, the govern­ment has cut the price of high speed diesel (HSD) by Rs7 to Rs253.5 per litre from Rs260.5 per litre. He said no changes had been made to the petro­leum development levy (PDL) which was increased to Rs55 per litre on petrol on the demand of Interna­tional Monetary Fund (IMF) on 1st July. The new prices will be effective from July 16 (today). The finance min­ister said the local curren­cy had appreciated against the US dollar in the last 15 days after Pakistan signed a staff-level agreement with International Monetary (IMF) on $3 billion Stand-By Arrangement (SBA). He said Prime Minister Sheh­baz Sharif had directed the authorities concerned to pass on maximum relief to the masses.",Dar announces Rs9 cut in petrol price,272.95,273.4,0.1258423924446106,0.4855123460292816,0.2277727276086807,0.1253952831029892,0.0354772470891475,0.1582611799240112,0.3252267837524414,0.2267095744609832,0.2123530060052871,0.0774494186043739,very negative,0.0,0.296,0.704,0.09133169800043106,0.1991102546453476,0.29337766766548157,0.231111079454422,0.18506935238838196
24,24,24,24,24,24,24,2023-07-02,https://www.nation.com.pk/E-Paper/lahore/2023-07-02/page-1/detail-5,519,"ISLAMABAD   -   Pakistan has start­ed implementing pri­or actions of the In­ternational Monetary Fund (IMF) by increas­ing Petroleum Devel­opment Levy (PDL) on petrol by Rs5 per litre.The IMF has set few conditions for staff-lev­el agreement on pol­icies to be supported by a $3 billion Stand-By Arrangement (SBA) for a period of nine months. However, the government would once again take tough deci­sions including increas­ing petroleum levy, power and gas tariffs under the new SBA. Fi­nance Minister Ishaq Dar on Friday has an­nounced to maintain the petrol prices after in­creasing petroleum levy by Rs5 per litre, taking it to Rs55 per litre. The PDL on petrol has been imposed from the start of the new fiscal year, i.e. July 1 (Saturday).Moreover, the min­istry said there would be no increase in the development levy on high-speed diesel (HSD), which is Rs50 per litre. Finance minis­ter has announced that diesel prices had been increased by Rs7.50 for the next fort­night; however, he said petrol pric­es would remain the same. “There has been no increase in the price of petrol,” said Dar in a late-night press conference. The government would also increase the electricity and gas tariffs. The government would in­crease the electricity tariff by Rs3 to Rs4 per unit to fulfil the conditions of the IMF. Earlier, Federal Minister for Finance Ishaq Dar had announced in National Assembly that the govern­ment will generate a further Rs215 billion in new taxes and cut Rs85 bil­lion in spending to control the fiscal deficit for the next fiscal year. The government made the announce­ment after Prime Minister Shehbaz Sharif met IMF Managing Director Kristalina Georgieva on the sidelines of the Global Financing Summit in Paris. Last week, Pakistan had also fulfilled another condition of the In­ternational Monetary Fund (IMF) for getting much needed loan tranche as State Bank of Pakistan (SBP) on Mon­day had increased the interest rate by one percent to 22 percent.It is worth mentioning here that in February-March this year, the gov­ernment had met all prior actions of the IMF including a mini bud­get. The government has taken all tough decisions including increas­ing power and gas prices massive­ly and imposing new taxation mea­sures worth Rs170 billion. All these measures had resulted in increase in inflation rate, which had touched highest ever 38 percent level in May 2023. Later, Pakistan had accepted two more conditions. The govern­ment, on the IMF demand, has im­posed a surcharge of up to Rs3.23 per unit on electricity consumers across the country from July 1. The State Bank of Pakistan has also increased the interest rate on the direction of the IMF. However, these decisions were not enough to satisfy the Fund as it had asked for sharing external financing plan. The government had shared its plan of getting financial assistance from friendly countries including China, Saudi Arabia and United Arab Emirates (UAE). Saudi Arabia and the UAE have informed the IMF about the financing facility they have extended to Pakistan. Sau­di Arabia confirmed to provide $2 billion to Pakistan, and the UAE con­firmed to provide $1 billion. Despite taking all these measures, previous IMF programme was not revived.",Govt jacks up PDL on petrol by Rs5 per litre,253.0,253.5,0.0802911669015884,0.2711566686630249,0.1334575414657592,0.3661385476589203,0.1489560753107071,0.1326963305473327,0.2704176306724548,0.1123711913824081,0.3018155694007873,0.1826992630958557,positive,0.0,0.0,1.0,0.2230171412229538,0.271103173494339,0.22275279462337494,0.15183986723423004,0.13128697872161865
